id,fullText,createdAt,url,lang,author_userName,author_location,Reply To User,filter1_label
1797677627869958392,@rodalies @renfe pot ser que encara no hagi rebut els 10€ del abonament del gener abril? com ho puc reclamar?,03/06/2024 17:12,https://x.com/miquipujol/status/1797677627869958392,ca,miquipujol,Not Available,rodalies,1
1797535277009060162,@rodalies @renfe si no voleu arribar tard millor aneu a peu.,03/06/2024 07:46,https://x.com/isard118/status/1797535277009060162,ca,isard118,Not Available,rodalies,1
1797540551618875587,"@rodalies @renfe uiiiii síiii, unes estacions molt properes al festival. i per tornar-ne com t’ho fas a aquella hora?",03/06/2024 08:07,https://x.com/VicencBigas/status/1797540551618875587,ca,vicencbigas,Not Available,rodalies,1
1813133487479636254,fell for the domino dancing! els llegendaris @petshopboys van convertir el festival cruïlla en la disco dels nostres somnis algú més que encara no hagi superat aquest concertàs?,16/07/2024 08:48,https://x.com/cruillabcn/status/1813133487479636254,ca,cruillabcn,Not Available,Not Available,1
1814680675934511452,@cruillabcn @petshopboys @estrelladammcat one week later @cruillabcn and @petshopboys are always on my mind!,20/07/2024 15:16,https://x.com/marcosantonr/status/1814680675934511452,en,marcosantonr,Not Available,cruillabcn,1
1813319912099827888,"@cruillabcn @petshopboys @estrelladammcat encara l'estic païnt! és més, voldria repetir-lo!",16/07/2024 21:08,https://x.com/AngieBCN/status/1813319912099827888,ca,angiebcn,Not Available,cruillabcn,1
1813680198883438917,@cruillabcn @petshopboys @estrelladammcat,17/07/2024 21:00,https://x.com/Jo_Catala/status/1813680198883438917,qme,jo_catala,Not Available,cruillabcn,1
1813959535650087117,"@cruillabcn @petshopboys @estrelladammcat una llàstima que els hi faltes 1000watts mes de potencia …..gran grup, gran concert però poca “chicha”…..",18/07/2024 15:30,https://x.com/BenSitges/status/1813959535650087117,ca,bensitges,Not Available,cruillabcn,1
1811749374524817483,"""el sonero del mundo"" oscar d'león recibió su cumpleaños 81 cantando en el festival de cruïlla en barcelona, españa",12/07/2024 13:08,https://x.com/discosdesalsa/status/1811749374524817483,es,discosdesalsa,Not Available,Not Available,1
1811768564677820844,@discosdesalsa inacabable!!!,12/07/2024 14:24,https://x.com/VictorParedesC5/status/1811768564677820844,es,victorparedesc5,Not Available,discosdesalsa,1
1811929042536235105,@discosdesalsa 81? alli se ve es 18,13/07/2024 01:02,https://x.com/zamuro21321/status/1811929042536235105,es,zamuro21321,Not Available,discosdesalsa,1
1812090117613388218,@discosdesalsa que roble mi óscar d'león,13/07/2024 11:42,https://x.com/NhoraCortes2014/status/1812090117613388218,es,nhoracortes2014,Not Available,discosdesalsa,1
1812191048296206383,@discosdesalsa el claro ejemplo que la edad es solo números,13/07/2024 18:23,https://x.com/MiguelDavidR/status/1812191048296206383,es,migueldavidr,Not Available,discosdesalsa,1
1812232684258709817,@discosdesalsa con 30 años menos y no tengo su vitalidad.,13/07/2024 21:08,https://x.com/goyito_014/status/1812232684258709817,es,goyito_014,Not Available,discosdesalsa,1
1812323310505529741,@discosdesalsa grande óscar,14/07/2024 03:08,https://x.com/henriquezr4/status/1812323310505529741,es,henriquezr4,Not Available,discosdesalsa,1
1811679393514713261,from 6am in the morning waiting to see @avrillavigne perform today in barcelona at the cruilla festival!,12/07/2024 08:30,https://x.com/iAvrilSpain_/status/1811679393514713261,en,iavrilspain_,Not Available,Not Available,1
1811683791322181924,@iavrilspain_ @avrillavigne @fihh @mariamocciaati @laauuriiss @packspali @margaraydiaz @ricjimenezfer @yisusss______ @itssangokghost the holy avril poster lmao,12/07/2024 08:47,https://x.com/DarkStarF22/status/1811683791322181924,en,darkstarf22,Not Available,iAvrilSpain_,1
1811753661409710468,@iavrilspain_ @avrillavigne @fihh @mariamocciaati @laauuriiss @packspali @margaraydiaz @ricjimenezfer @yisusss______ @itssangokghost a qué hora empezó a llegar la gente?,12/07/2024 13:25,https://x.com/sira251/status/1811753661409710468,es,sira251,Not Available,iAvrilSpain_,1
1811803046143254954,"@iavrilspain_ @avrillavigne @fihh @mariamocciaati @laauuriiss @packspali @margaraydiaz @ricjimenezfer @yisusss______ @itssangokghost amazing enjoy the show!!! portugal is just around the corner, she could just pop up haha",12/07/2024 16:41,https://x.com/RitaMaruco/status/1811803046143254954,en,ritamaruco,Not Available,iAvrilSpain_,1
1811999788306502063,@iavrilspain_ @avrillavigne @fihh @mariamocciaati @laauuriiss @packspali @margaraydiaz @ricjimenezfer @yisusss______ @itssangokghost,13/07/2024 05:43,https://x.com/jeessmagalhaes/status/1811999788306502063,qme,jeessmagalhaes,Not Available,iAvrilSpain_,1
1923376885515297085,"new photo of @avrillavigne in the video of ""young &amp; dumb""",16/05/2025 13:55,https://x.com/iAvrilSpain_/status/1923376885515297085,en,iavrilspain_,Not Available,Not Available,1
1811916168917057870,"hey, hey you, you quant portaves esperant a veure @avrillavigne? el somni de molts s'ha fet realitat al cruïlla 2024, serà difícil oblidar aquesta nit",13/07/2024 00:10,https://x.com/cruillabcn/status/1811916168917057870,ca,cruillabcn,Not Available,Not Available,1
1811983553023906206,@cruillabcn @avrillavigne va ser una passada!,13/07/2024 04:38,https://x.com/iAvrilSpain_/status/1811983553023906206,ca,iavrilspain_,Not Available,cruillabcn,1
1812076066850128062,"@cruillabcn @avrillavigne 2 dies el dimecres la vaig anar a veure a nîmes. després ahir a la nit, a la meva ciutat, bcn i avui a madrid la primera vegada va ser al palau sant jordi, el 27/05/2005. després el 17/09/2011 la vaig veure a paris i l'any passat la vaig veure un altre cop a paris.",13/07/2024 10:46,https://x.com/Sk8erBoi86Bcn/status/1812076066850128062,ca,sk8erboi86bcn,Not Available,cruillabcn,1
1812091136619479161,"@cruillabcn @avrillavigne una pasada, me quité la espinita clavada en 2020",13/07/2024 11:46,https://x.com/SaulYedrero/status/1812091136619479161,es,saulyedrero,Not Available,cruillabcn,1
1812165422143131791,"@cruillabcn @avrillavigne sempre podré dir, hi vaig ser",13/07/2024 16:41,https://x.com/whywhowhen_9/status/1812165422143131791,es,whywhowhen_9,Not Available,cruillabcn,1
1812279754235535510,"@cruillabcn @avrillavigne sí, serà difícil oblidar un del pitjors concerts del cruïlla, anys esperant per veura-la i ni te veu ( esperable ) ni es va moure gens, ni un trist saltet, i encare no te els 40... no va acabar que ja estava la meitat del públic esperant amaral.",14/07/2024 00:15,https://x.com/GulthorFFBE/status/1812279754235535510,ca,gulthorffbe,Not Available,cruillabcn,1
1811399559114805565,bueno ya me voy a soundcheck 6h15 en el escenario johnnie walker del cruilla festival de maracay pal mundo besos,11/07/2024 13:58,https://x.com/yadamandres/status/1811399559114805565,es,yadamandres,Not Available,Not Available,1
1811441900135633175,@yadamandres,11/07/2024 16:46,https://x.com/asleyyyyyy26/status/1811441900135633175,qme,asleyyyyyy26,Not Available,yadamandres,1
1811457181373354033,@yadamandres oh wooooow,11/07/2024 17:47,https://x.com/ilich_segura/status/1811457181373354033,en,ilich_segura,Not Available,yadamandres,1
1803090041012715587,el festival cruïlla 2024 aposta per la sostenibilitat i cobrarà per plats i envasos retornables,18/06/2024 15:39,https://x.com/btvnoticies/status/1803090041012715587,ca,btvnoticies,Not Available,Not Available,1
1803091719610618285,"@btvnoticies el més sostenible seria portar-te de casa el menjar i la beguda, però és clar, amb això no et poden estafar. au, a la via.",18/06/2024 15:45,https://x.com/Trastormina/status/1803091719610618285,ca,trastormina,Not Available,btvnoticies,1
1803092729255149732,"@btvnoticies uiiii síii súper sostenible, com blanquegeu el que us interessa",18/06/2024 15:49,https://x.com/Lluerna1/status/1803092729255149732,es,lluerna1,Not Available,btvnoticies,1
1803110096483844562,"@btvnoticies a tocar els collons als veïns, amb la música a tota hòstia i la gent borratxa i drogada sortint pels carrers, però la fòrmula1 patates.",18/06/2024 16:58,https://x.com/Cat_apum/status/1803110096483844562,ca,cat_apum,Not Available,btvnoticies,1
1802745429827715498,"el pròxim 26 d'octubre no et perdis @official_artms un dels grups de k-pop del moment, a @razzmatazzclubs dins d'una nova edició del cruïlla tardor! aconsegueix la teva entrada a partir d’aquest dijous 20 de juny!",17/06/2024 16:49,https://x.com/cruillabcn/status/1802745429827715498,ca,cruillabcn,Not Available,Not Available,1
1802772211364766127,@cruillabcn cuando anunciáis los precios?,17/06/2024 18:36,https://x.com/nanamanjiro/status/1802772211364766127,es,nanamanjiro,Not Available,cruillabcn,1
1802749540354666523,@cruillabcn @official_artms @razzmatazzclubs a partir de que hora abre la venta de tickets?,17/06/2024 17:05,https://x.com/aly_snsd/status/1802749540354666523,es,aly_snsd,Not Available,cruillabcn,1
1802772212027383899,@cruillabcn @official_artms @razzmatazzclubs las entradas se pueden comprar con el bono cultural?,17/06/2024 18:36,https://x.com/tastefullyves/status/1802772212027383899,es,tastefullyves,Not Available,cruillabcn,1
1803160385962532926,@cruillabcn @official_artms @razzmatazzclubs teniu preus?,18/06/2024 20:18,https://x.com/PayLark4/status/1803160385962532926,und,paylark4,Not Available,cruillabcn,1
1803364376344162483,@cruillabcn @official_artms @razzmatazzclubs podeu anunciar els preus?,19/06/2024 09:49,https://x.com/haseulwon/status/1803364376344162483,pt,haseulwon,Not Available,cruillabcn,1
1803534512854356180,@cruillabcn @official_artms @razzmatazzclubs creuem els dits! necessito aquestes entrades,19/06/2024 21:05,https://x.com/elmochidequeso/status/1803534512854356180,ca,elmochidequeso,Not Available,cruillabcn,1
1803709575314518178,@cruillabcn @official_artms @razzmatazzclubs porque hay tres zonas en la venta de entradas?,20/06/2024 08:40,https://x.com/kris_A7X/status/1803709575314518178,es,kris_a7x,Not Available,cruillabcn,1
1795759877500850532,aquests són els horaris i escenaris dels quatre dies del festival cruïlla 2024! escenari @estrelladammcat escenari @occidentseguros escenari @vueling escenari @vallformosa escenari @johnniewalker ja tens la teva entrada o abonament?,29/05/2024 10:11,https://x.com/cruillabcn/status/1795759877500850532,ca,cruillabcn,Not Available,Not Available,1
1811518683602190394,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es us han reportat que hi ha un error i que no es pot carregar el compte des del web?,11/07/2024 21:51,https://x.com/aarrreeettt/status/1811518683602190394,ca,aarrreeettt,Not Available,cruillabcn,1
1795761931531280667,@cruillabcn mil gràcies!!! podré disfrutar del concert de l'@avrillavigne i després veure a @amaraloficial,29/05/2024 10:19,https://x.com/badbear86bcn/status/1795761931531280667,ca,badbear86bcn,Not Available,cruillabcn,1
1795794920856248383,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es smashing i aurora alhora m'ha fet molt de mal!,29/05/2024 12:30,https://x.com/cespuny/status/1795794920856248383,ca,cespuny,Not Available,cruillabcn,1
1805509259158855994,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es como me ponen a trueno y a funzo &amp; baby loud en el mismo horario?,25/06/2024 07:52,https://x.com/chavezrodas/status/1805509259158855994,es,chavezrodas,Not Available,cruillabcn,1
1795821770836230308,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es plazuela i ladilla solapats!!,29/05/2024 14:17,https://x.com/roberthospi/status/1795821770836230308,und,roberthospi,Not Available,cruillabcn,1
1811409035226141082,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es venc entrada per divendres i dissabte a preu de compra!,11/07/2024 14:35,https://x.com/HimawariGotzens/status/1811409035226141082,ca,himawarigotzens,Not Available,cruillabcn,1
1795831530444747224,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es aurora and smashing pumpkins ffs why would you do this to us,29/05/2024 14:56,https://x.com/SandroV00/status/1795831530444747224,en,sandrov00,Not Available,cruillabcn,1
1673956989100081153,"@renfe tren oficial del festival cruïlla del 5 al 8 de juliol, al parc del fòrum les estacions de rodalies de sant adrià del besòs i el clot són les més properes al recinte més informació a:",28/06/2023 07:30,https://x.com/rodalies/status/1673956989100081153,ca,rodalies,Not Available,Not Available,1
1673982496088662016,"@rodalies @renfe potser arribeu al cruïlla de 2035, potser...",28/06/2023 09:11,https://x.com/UsuariesFartes/status/1673982496088662016,ca,usuariesfartes,Not Available,rodalies,1
1673964559906775041,"@rodalies @renfe amb totes arribaràs tard, cada dia aturades a rodalies",28/06/2023 08:00,https://x.com/xavipez68/status/1673964559906775041,ca,xavipez68,Not Available,rodalies,1
1674093895464910857,@rodalies @renfe a la de sant adrià hi ha bus substitutori per el tall del tramvia?,28/06/2023 16:34,https://x.com/AmicsFerSEDLR/status/1674093895464910857,ca,amicsfersedlr,Not Available,rodalies,1
1673994038217678848,@rodalies @renfe millor recomeneu que vagin amb metro. si van amb rodalies ni arribaran pel festival de l'any que ve.,28/06/2023 09:57,https://x.com/Petra_cuisine/status/1673994038217678848,ca,petra_cuisine,Not Available,rodalies,1
1923988109164696042,"r2 sud, r14, r15, r16 i r17 els trens circulen amb demores que poden superar els 15 minuts. incidència a la infraestructura a l'estació de st. vicenç de calders. tècnics d'adif estan treballant en la seva reparació.",18/05/2025 06:24,https://x.com/rodalies/status/1923988109164696042,ca,rodalies,Not Available,Not Available,1
1674328387119194119,"més música, més arts, més comedy. més cruïlla que mai. aconsegueix la teva entrada o abonament al preu actual i prepara’t per viure els millors quatre dies de l’estiu amb els teus grups, còmics i artistes preferits del 5 al 8 de juliol!",29/06/2023 08:06,https://x.com/cruillabcn/status/1674328387119194119,ca,cruillabcn,Not Available,Not Available,1
1677025735024812033,"@cruillabcn @estrelladammcat @seetickets @vallformosa @elestafador @dissenyhub_bcn @ametllerorigen @oxfamintermon @leiva_oficial @antonia_font @vivasuecia que es aquesta merda de la polsera cash less? ens demaneu dni num tarjeta credit fins al putu dia de naixament per fer una cosa q es pot fer amb targeta. ens feu perdre el temps i les ganes, lamentable",06/07/2023 18:44,https://x.com/LuciaTipito/status/1677025735024812033,ca,luciatipito,Not Available,cruillabcn,1
1676601353341132805,@cruillabcn @estrelladammcat @seetickets @vallformosa @elestafador @dissenyhub_bcn @ametllerorigen @oxfamintermon @leiva_oficial @antonia_font @vivasuecia cuando vais a abrir las puertas?,05/07/2023 14:38,https://x.com/Ster1333/status/1676601353341132805,es,ster1333,Not Available,cruillabcn,1
1661040320811880449,"ficció, podcasts, stand-up i tot el que hi ha entremig: descobreix els projectes que ens proposen els humoristes del cruïlla comedy 2023 quan baixen de l’escenari! ja tens la teva entrada o abonament per venir a riure amb ells el 7 i 8 de juliol?",23/05/2023 16:04,https://x.com/cruillabcn/status/1661040320811880449,ca,cruillabcn,Not Available,Not Available,1
1661043561402449930,@cruillabcn @ignatiusfarray @zlonk @eldodoazul @abiraquelirene @anapolo___ @adriromeo @juegodelitronos @alexis_deiz @charliiepee @ana_i_logica molt guapo....quin aforament màxim té? l'any passat es va omplir del tot molt d'hora diria,23/05/2023 16:17,https://x.com/THANATO19249470/status/1661043561402449930,ca,thanato19249470,Not Available,cruillabcn,1
1661273534499364866,@cruillabcn @ana_i_logica @ignatiusfarray @zlonk @eldodoazul @abiraquelirene @anapolo___ @adriromeo @juegodelitronos @alexis_deiz @charliiepee watch racist pedo supporters live! &lt;3333 did your sister successfully off herself by now? @juankiferrer,24/05/2023 07:30,https://x.com/juankihog/status/1661273534499364866,en,juankihog,Not Available,cruillabcn,1
1660612485303476226,"atenció: canvis als horaris dels concerts de @ciudadjara, @calavento, @carolinadurante i @amaiaromero a l’escenari @vueling! a més, l’escenari cruïlla enamora passa a dir-se @oxfamintermon, els nostres nous companys de viatge!",22/05/2023 11:44,https://x.com/cruillabcn/status/1660612485303476226,ca,cruillabcn,Not Available,Not Available,1
1660747288224976904,@cruillabcn @ciudadjara @calavento @carolinadurante @amaiaromero @vueling @oxfamintermon @estrelladammcat @vallformosa @offspring @placeboworld @sigurros @alt_j @franz_ferdinand porfa no hagais coincidir rusowsky con sen senra,22/05/2023 20:39,https://x.com/errratika/status/1660747288224976904,es,errratika,Not Available,cruillabcn,1
1667955961590317056,"@cruillabcn @ciudadjara @calavento @carolinadurante @amaiaromero @vueling @oxfamintermon @estrelladammcat @vallformosa @offspring @placeboworld @sigurros @alt_j @franz_ferdinand posar a @delaossapicasso a les 17.15h un dimecres és un crim. canvieu ho, que el seu show es",11/06/2023 18:04,https://x.com/sergicastells/status/1667955961590317056,ca,sergicastells,Not Available,cruillabcn,1
1661149021141102594,@cruillabcn @ciudadjara @calavento @carolinadurante @amaiaromero @vueling @oxfamintermon @estrelladammcat @vallformosa @offspring @placeboworld @sigurros @alt_j @franz_ferdinand a quien se le ha ocurrido poner a la vez a rusowsky y sen senra,23/05/2023 23:16,https://x.com/ritalpz01/status/1661149021141102594,es,ritalpz01,Not Available,cruillabcn,1
1660696850414878732,@cruillabcn @ciudadjara @calavento @carolinadurante @amaiaromero @vueling @oxfamintermon @estrelladammcat @vallformosa @offspring @placeboworld @sigurros @alt_j @franz_ferdinand os habéis coronado poniendo misma. hora carolina durante y franz ferdinand,22/05/2023 17:19,https://x.com/ManuelPolo9303/status/1660696850414878732,es,manuelpolo9303,Not Available,cruillabcn,1
1656685871800676360,"ja tenim aquí els horaris i escenaris del festival cruïlla 2023 de dijous, divendres i dissabte! escenari @estrelladammcat escenari cruïlla enamora escenari @vueling escenari @vallformosa escenari @johnniewalker_",11/05/2023 15:41,https://x.com/cruillabcn/status/1656685871800676360,ca,cruillabcn,Not Available,Not Available,1
1656705797823381507,@cruillabcn @estrelladammcat @vueling @vallformosa @johnniewalker_ @placeboworld @offspring @sigurros @alt_j @franz_ferdinand @leiva_oficial @antonia_font @rubenblades viva suecia y cala vento franz ferdinand y carolina durante pero sigur ros y alt j bien despejados no sé yo lo bien pensado que están estos horarios.,11/05/2023 17:00,https://x.com/_imper/status/1656705797823381507,es,_imper,Not Available,cruillabcn,1
1656719773290332183,@cruillabcn @estrelladammcat @vueling @vallformosa @johnniewalker_ @placeboworld @offspring @sigurros @alt_j @franz_ferdinand @leiva_oficial @antonia_font @rubenblades viva suecia y cala vento me habéis literalmente rajado en canal,11/05/2023 17:55,https://x.com/eldodoazul/status/1656719773290332183,es,eldodoazul,Not Available,cruillabcn,1
1656768852502380545,"@cruillabcn @estrelladammcat @vueling @vallformosa @johnniewalker_ @placeboworld @offspring @sigurros @alt_j @franz_ferdinand @leiva_oficial @antonia_font @rubenblades aneu a cagar. viva suecia - cala vento, franz ferdinand - carolina durante solapats",11/05/2023 21:10,https://x.com/del4rco/status/1656768852502380545,es,del4rco,Not Available,cruillabcn,1
1656766163899039744,@cruillabcn @estrelladammcat @vueling @vallformosa @johnniewalker_ @placeboworld @offspring @sigurros @alt_j @franz_ferdinand @leiva_oficial @antonia_font @rubenblades lo de que el becario haga los horarios…,11/05/2023 21:00,https://x.com/hortanoesbcn/status/1656766163899039744,es,hortanoesbcn,Not Available,cruillabcn,1
1538839302364450818,"! @renfe és ‘transport oficial’ dels festivals més prestigiosos de catalunya com: festival jardins pedralbes, grec, arts d’estiu, festival cruïlla barcelona, festival castell de peralada, cerdanya music festival, petit paradís i som de mar. :",20/06/2022 11:00,https://x.com/rodalies/status/1538839302364450818,ca,rodalies,Not Available,Not Available,1
1538844059422363649,@rodalies @renfe sou transport oficial de tot menys del dia a dia.,20/06/2022 11:19,https://x.com/Pepet98099784/status/1538844059422363649,ca,pepet98099784,Not Available,rodalies,1
1538855838810513409,@rodalies @renfe hi podràs anar...però et quedaràs allà. ja no hi ha servei quan acaben els espectacles. el pitjor patrocini possible...,20/06/2022 12:06,https://x.com/EsteveCanPixa/status/1538855838810513409,ca,estevecanpixa,Not Available,rodalies,1
1539121941675749376,@rodalies @renfe,21/06/2022 05:44,https://x.com/oceabaricco/status/1539121941675749376,qme,oceabaricco,Not Available,rodalies,1
1538846689141968897,@rodalies @renfe llegarán tarde seguro,20/06/2022 11:30,https://x.com/J_J_Nistal/status/1538846689141968897,es,j_j_nistal,Not Available,rodalies,1
1538849840339329025,"@rodalies @renfe doncs ja és de menester que el seu artista preferit no actuï dels primers, perquè hi arribarà tard.",20/06/2022 11:42,https://x.com/JaumePataume/status/1538849840339329025,ca,jaumepataume,Not Available,rodalies,1
1538847954177499136,@rodalies @renfe suposo que haurieu davisar-los de que arribaran tard.,20/06/2022 11:35,https://x.com/poltodaa/status/1538847954177499136,ca,poltodaa,Not Available,rodalies,1
1538872718942212096,"@rodalies @renfe jo no arriscaria un entrada, fijo que arribes tard o pitjor, no arribes i a sobre perds els cèntims, millor cotxe o qualsevol altre transport públic pero renfe ni morta…",20/06/2022 13:13,https://x.com/Rachaelnexus6/status/1538872718942212096,ca,rachaelnexus6,Not Available,rodalies,1
1538938135224020993,"@rodalies @renfe no només tens un 80% de possibilitats d’arribar més tard del que estableix l’horari, sinó que tens un 100% de possibilitats de no tornar un cop han acabat els concerts.",20/06/2022 17:33,https://x.com/VicencBigas/status/1538938135224020993,ca,vicencbigas,Not Available,rodalies,1
1539611028635500545,"no deixis per demà el que puguis fer avui, perquè demà pot ser massa tard últimes entrades per ballar amb juan luis guerra, rubén blades, rozalén, seeed i molts més el 9 de juliol al cruïlla 2022! aconsegueix la teva a",22/06/2022 14:07,https://x.com/cruillabcn/status/1539611028635500545,ca,cruillabcn,Not Available,Not Available,1
1541281462678192128,@cruillabcn,27/06/2022 04:45,https://x.com/vybefulcom/status/1541281462678192128,qme,vybefulcom,Not Available,cruillabcn,1
1541375859822559237,"@cruillabcn incubus tocan en madrid 5 y 8, aquí el 7 y compro la entrada de jueves del tirón.",27/06/2022 11:00,https://x.com/albiol77/status/1541375859822559237,es,albiol77,Not Available,cruillabcn,1
1542178218760962052,"@cruillabcn vendo 2 entradas para el festival cruilla, el sábado 09 de julio. 150€ las dos. unbesico",29/06/2022 16:08,https://x.com/Anabecrazy/status/1542178218760962052,es,anabecrazy,Not Available,cruillabcn,1
1532301094096883712,ara mateix tens dues opcions: veure el @modgi des de casa tirat al sofà tu sol o sortir de casa d'una vegada i venir a veure'l en directe al cruïlla o fer les dues coses que és el que aquest senyor es mereix,02/06/2022 10:00,https://x.com/cruillabcn/status/1532301094096883712,ca,cruillabcn,Not Available,Not Available,1
1532318742587265029,@cruillabcn @modgi amb aquestes dues propostes que em feu creieu-me que em quedo tirat al sofà.,02/06/2022 11:10,https://x.com/andreuginola/status/1532318742587265029,ca,andreuginola,Not Available,cruillabcn,1
1532319653153865728,@cruillabcn @modgi en @modgi es quedaria sol a casa amb un just eat del burguer king i 6 cornetos.,02/06/2022 11:14,https://x.com/RavotOriol/status/1532319653153865728,ca,ravotoriol,Not Available,cruillabcn,1
1532318606213750786,"@cruillabcn @modgi vale cm del cruïlla regala'm una entrada i el vinc a veure, perquè per les dues coses no tinc pressupost",02/06/2022 11:09,https://x.com/doblelsplash/status/1532318606213750786,ca,doblelsplash,Not Available,cruillabcn,1
1532319714394898433,@cruillabcn @modgi sofà for the win.,02/06/2022 11:14,https://x.com/xul81/status/1532319714394898433,ca,xul81,Not Available,cruillabcn,1
1409907698079051782,reserva ara el teu test d'antígens i tria l'hora que prefereixis hem enviat tota la info a l'email amb el que vas comprar les entrades envia la info als teus acompanyants és imprescindible reservar hora per accedir al recinte reserva aquí:,29/06/2021 16:12,https://x.com/cruillabcn/status/1409907698079051782,ca,cruillabcn,Not Available,Not Available,1
1413064193926995970,@cruillabcn hay posibilidad de cambiar entradas para el @cruillabcn 22? la situación epidemiológica es mala. el festival está autorizado por ser recerca. en este contexto sería lícito y ético no querer formar parte del estudio y no perder la entrada,08/07/2021 09:15,https://x.com/anajuanes1/status/1413064193926995970,es,anajuanes1,Not Available,cruillabcn,1
1412324831991939075,@cruillabcn estem a dos dies de l´inici del festival i ningún respon als mails reclamant un canvi o devol·lució de les entrades pels canvis del cartell. no s´entèn...,06/07/2021 08:17,https://x.com/albertAEPDA/status/1412324831991939075,ca,albertaepda,Not Available,cruillabcn,1
1409909601974341636,"@cruillabcn m'he registrat, he pagat però no m'ha deixat reservar el test. ara se'm tanca la pantalla i només em deixa accedint tornant a pagar, però ja se m'ha cobrat. què faig???",29/06/2021 16:20,https://x.com/elenagodessart/status/1409909601974341636,ca,elenagodessart,Not Available,cruillabcn,1
1409959082874834947,"@cruillabcn me estoy creando la cuenta y cuando me hace poner el número del código de barras me dice que no es válido. trato con el número de referencia, y tampoco. qué hago?",29/06/2021 19:36,https://x.com/Bduenaso/status/1409959082874834947,es,bduenaso,Not Available,cruillabcn,1
1410194030407921673,"@cruillabcn sabeu si amb un certificat mèdic d'haver passat el covid fa menys de 6 mesos o si estás ja vacunat es pot entrar directament, o tothom s'ha de fer el test sí o sí?",30/06/2021 11:10,https://x.com/jyern1/status/1410194030407921673,ca,jyern1,Not Available,cruillabcn,1
1394234311436611588,"confirmats! @coque_malla @amabledj @kaseo_real celebrarà 10 anys de 'jazz magnetism' 8, 9 i 10 de juliol parc del fòrum més:",17/05/2021 10:12,https://x.com/cruillabcn/status/1394234311436611588,ca,cruillabcn,Not Available,Not Available,1
1394256943137624068,@cruillabcn @coque_malla @amabledj @kaseo_real,17/05/2021 11:42,https://x.com/MorganBritosSL/status/1394256943137624068,qme,morganbritossl,Not Available,cruillabcn,1
1395081809059254278,"@cruillabcn @coque_malla @amabledj @kaseo_real quines ganes de cruilla collons!! independenment dels artirtes, son 3 dies cada any de p*** mare",19/05/2021 18:19,https://x.com/DavidPrat23/status/1395081809059254278,ca,davidprat23,Not Available,cruillabcn,1
