original_tweet_id,original_tweet_text,subphrase,Assigned_Topic_ID,Assignment_Confidence,Assigned_Topic_Name
80,El sonido fue perfecto,El sonido fue perfecto,5,1.0,ambiente
81,Ambiente cargado y mal rollo porque fue brutal,Ambiente cargado,2,1.0,ambiente
81,Ambiente cargado y mal rollo porque fue brutal,mal rollo porque fue brutal,0,0.19254746689483027,rollo
82,Muy buen ambiente mientras fue brutal,Muy buen ambiente,5,1.0,ambiente
82,Muy buen ambiente mientras fue brutal,mientras fue brutal,0,0.17453053594598678,rollo
83,demasiada gente agobiante,demasiada gente agobiante,0,0.01034734544260126,rollo
84,Ambiente cargado y mal rollo,Ambiente cargado,2,1.0,ambiente
84,Ambiente cargado y mal rollo,mal rollo,0,0.010535440181641672,rollo
85,Ambiente cargado y mal rollo,Ambiente cargado,2,1.0,ambiente
85,Ambiente cargado y mal rollo,mal rollo,0,0.010535330964099915,rollo
86,Sonido distorsionado y muy alto,Sonido distorsionado,0,0.009769176572565472,rollo
86,Sonido distorsionado y muy alto,muy alto,-1,0.16591057647168425,Unknown
87,Todo muy bien organizado,Todo muy bien organizado,4,1.0,ambiente
88,Demasiada gente agobiante,Demasiada gente agobiante,0,0.010337140291535778,rollo
89,Me encantó la comida del festival,Me encantó la comida del festival,1,0.25600749421073826,comida
90,todo muy bien organizado,todo muy bien organizado,4,1.0,ambiente
91,Esperamos muchísimo para entrar,Esperamos muchísimo para entrar,0,0.010263311474753928,rollo
92,Ambiente cargado y mal rollo porque fue brutal,Ambiente cargado,2,1.0,ambiente
92,Ambiente cargado y mal rollo porque fue brutal,mal rollo porque fue brutal,0,0.19207078009129366,rollo
93,The Tyets estuvo genial,The Tyets estuvo genial,0,0.3611513379146212,rollo
94,No había casi colas,No había casi colas,2,1.0,ambiente
95,Ambiente regular como siempre,Ambiente regular como siempre,4,1.0,ambiente
96,audio brutal bno,audio brutal,0,0.012317659924424885,rollo
97,Sonido distorsionado y muy alto,Sonido distorsionado,0,0.009763000913660957,rollo
97,Sonido distorsionado y muy alto,muy alto,-1,0.16575358319528588,Unknown
98,la comida estuvo increíble,la comida estuvo increíble,1,1.0,comida
99,Me encantó la comida del festival,Me encantó la comida del festival,1,0.2555908494230434,comida
100,Muy mal organizado todo,Muy mal organizado todo,3,1.0,organización
101,Colas interminables un desastre,Colas interminables un desastre,6,1.0,desastre
102,Volumen fatal,Volumen fatal,0,0.032008077538287286,rollo
103,Todo muy bien organizado,Todo muy bien organizado,4,1.0,ambiente
104,Lola Índigo decepcionante,Lola Índigo decepcionante,0,0.9410261731521528,rollo
105,rigoberta bandini decepcionante,rigoberta bandini decepcionante,0,0.3616285666416179,rollo
106,esperamos muchísimo para entrar,esperamos muchísimo para entrar,0,0.010858786681635509,rollo
107,Esperamos muchísimo para entrar,Esperamos muchísimo para entrar,0,0.010249425167692687,rollo
108,colas interminables un desastre,colas interminables,6,1.0,desastre
108,colas interminables un desastre,un desastre,6,1.0,desastre
109,Carísima y mala la comida,mala la comida,1,1.0,comida
110,Organización como cualquier festival,Organización como cualquier festival,-1,0.23606244546849314,Unknown
111,Desastre en la organización,Desastre en la organización,3,1.0,organización
112,Bad Gyal decepcionante,Bad Gyal decepcionante,0,0.09875907759861823,rollo
113,Ambiente cargado y mal rollo mientras fue brutal,Ambiente cargado,2,1.0,ambiente
113,Ambiente cargado y mal rollo mientras fue brutal,mal rollo mientras fue brutal,0,0.18922959367928757,rollo
114,Carísima y mala la comida,mala la comida,1,1.0,comida
115,No había casi colas mientras fue brutal,No había casi colas mientras fue brutal,2,1.0,ambiente
117,La comida estuvo increíble,La comida estuvo increíble,1,1.0,comida
118,Quevedo hizo vibrar al público,Quevedo hizo vibrar al público,0,1.0,rollo
119,Tiempos de espera razonables,Tiempos de espera razonables,-1,0.19394621190230898,Unknown
120,Colas interminables un desastre,Colas interminables un desastre,6,1.0,desastre
121,Desastre en la organización,Desastre en la organización,3,1.0,organización
122,Organización como cualquier festival,Organización como cualquier festival,-1,0.23505875918852764,Unknown
123,Muy mal organizado todo,Muy mal organizado todo,3,1.0,organización
124,Quevedo estuvo genial flipanteee,Quevedo estuvo genial flipanteee,0,0.32035127287096327,rollo
125,desastre en la organización super biennn ya que fue brutal,desastre en la organización super biennn ya que fue brutal,3,1.0,organización
126,Buhos lo dieron todo,Buhos lo dieron todo,0,0.36986359878072234,rollo
127,lola índigo lo dieron todo,lola índigo lo dieron,0,1.0,rollo
128,Stay Homas hizo vibrar al público porque fue brutal,Stay Homas hizo vibrar al público porque fue brutal,0,0.32297167643269364,rollo
129,Carísima y mala la comida,mala la comida,1,1.0,comida
130,tiempos de espera razonables lo dio todooo,tiempos de espera razonables lo dio todooo,-1,0.1949619540936056,Unknown
131,Tiempos de espera razonables,Tiempos de espera razonables,-1,0.19459624088256663,Unknown
132,ambiente regular como siempre,regular como siempre,4,1.0,ambiente
133,Muy mal organizado todo,Muy mal organizado todo,3,1.0,organización
134,Me encantó la comida del festival,Me encantó la comida del festival,1,0.2553438957811937,comida
135,Rosalía decepcionante,Rosalía decepcionante,0,0.6582696792870005,rollo
136,The Tyets decepcionante,The Tyets decepcionante,0,0.3613476759454234,rollo
137,Stay Homas estuvo genial,Stay Homas estuvo genial,0,0.325436730084533,rollo
138,tiempos de espera razonables,tiempos de espera razonables,-1,0.19491871340439063,Unknown
139,Sonido distorsionado y muy alto,Sonido distorsionado,0,0.00975082064896103,rollo
139,Sonido distorsionado y muy alto,muy alto,-1,0.16563395143043247,Unknown
140,Muy mal organizado todo porque fue brutal,Muy mal organizado todo porque fue brutal,3,1.0,organización
141,Aitana hizo vibrar al público mientras fue brutal,Aitana hizo vibrar al público mientras fue brutal,0,1.0,rollo
142,Demasiada gente agobiante,Demasiada gente agobiante,0,0.010336176473398994,rollo
143,El sonido fue perfecto,El sonido fue perfecto,5,1.0,ambiente
144,Lildami hizo vibrar al público k,Lildami hizo vibrar al público,0,1.0,rollo
145,Todo muy bien organizado,Todo muy bien organizado,4,1.0,ambiente
146,Lola Índigo hizo vibrar al público,Lola Índigo hizo vibrar al público,0,1.0,rollo
147,no había casi colas,no había casi colas,2,1.0,ambiente
148,Demasiada gente agobiante,Demasiada gente agobiante,0,0.01034548533142422,rollo
149,audio brutal,audio brutal,0,0.012313369006380883,rollo
150,Comida normal nada especial,Comida normal,1,0.22853513588076713,comida
150,Comida normal nada especial,nada especial,-1,0.05706599467364483,Unknown
151,Tiempos de espera razonables,Tiempos de espera razonables,-1,0.1936719412347229,Unknown
152,No había casi colas super biennn,No había casi colas super biennn,2,1.0,ambiente
153,la comida estuvo increíble,la comida estuvo increíble,1,1.0,comida
154,carísima y mala la comida,mala la comida,1,1.0,comida
155,Muy mal organizado todo no convenciooo,Muy mal organizado todo,3,1.0,organización
155,Muy mal organizado todo no convenciooo,no convenciooo,0,0.3574047223144255,rollo
156,Quevedo decepcionante vibraaa,Quevedo decepcionante vibraaa,0,0.36098591149022663,rollo
157,me encantó la comida del festival flipanteee porque fue brutal,me encantó la comida del festival flipanteee porque fue brutal,1,1.0,comida
158,Bad Gyal decepcionante,Bad Gyal decepcionante,0,0.09734040083503412,rollo
159,La comida estuvo increíble,La comida estuvo increíble,1,1.0,comida
160,Audio brutal,Audio brutal,0,0.012287970023101554,rollo
161,Bad Gyal decepcionante,Bad Gyal decepcionante,0,0.09950342721810652,rollo
162,Todo muy bien organizado toa,Todo muy bien organizado toa,4,1.0,ambiente
163,El sonido fue perfecto,El sonido fue perfecto,5,1.0,ambiente
164,Ambiente cargado y mal rollo,Ambiente cargado,2,1.0,ambiente
164,Ambiente cargado y mal rollo,mal rollo,0,0.010538727815074436,rollo
165,ambiente regular como siempre,regular como siempre,4,1.0,ambiente
166,Colas interminables un desastre,Colas interminables un desastre,6,1.0,desastre
167,Colas interminables un desastre,Colas interminables un desastre,6,1.0,desastre
168,buhos decepcionante,buhos decepcionante,0,0.3606693886857382,rollo
169,el sonido fue perfecto,el sonido fue perfecto,5,1.0,ambiente
170,Sonido distorsionado y muy alto,Sonido distorsionado,0,0.009755180873835012,rollo
170,Sonido distorsionado y muy alto,muy alto,-1,0.16562984186299948,Unknown
171,El sonido fue perfecto,El sonido fue perfecto,5,1.0,ambiente
172,Muy mal organizado todo,Muy mal organizado todo,3,1.0,organización
173,Aitana hizo vibrar al público lo dio todooo,Aitana hizo vibrar al público lo dio todooo,0,1.0,rollo
174,Ambiente regular como siempre cuando fue brutal,Ambiente regular como siempre cuando fue brutal,4,1.0,ambiente
175,Audio brutal,Audio brutal,0,0.012319455940704329,rollo
176,Ambiente cargado y mal rollo k,Ambiente cargado,2,1.0,ambiente
176,Ambiente cargado y mal rollo k,mal rollo,0,0.010526676020444924,rollo
177,Esperamos muchísimo para entrar aunque fue brutal,Esperamos muchísimo para entrar aunque,0,0.010245259574533259,rollo
177,Esperamos muchísimo para entrar aunque fue brutal,fue brutal,0,0.17502837209125927,rollo
178,Audio brutal aunque fue brutal,Audio brutal,0,0.012318102951060558,rollo
178,Audio brutal aunque fue brutal,aunque fue brutal,0,0.17574205817446467,rollo
179,Colas interminables un desastre,Colas interminables un desastre,6,1.0,desastre
180,El sonido fue perfecto,El sonido fue perfecto,5,1.0,ambiente
181,stay homas estuvo genial,stay homas estuvo genial,0,0.3243379734765587,rollo
182,Quevedo estuvo genial,Quevedo estuvo genial,0,0.30860199536736316,rollo
183,No había casi colas,No había casi colas,2,1.0,ambiente
184,lola índigo decepcionante,lola índigo decepcionante,0,0.8648011530215283,rollo
185,carísima y mala la comida,mala la comida,1,1.0,comida
186,Esperamos muchísimo para entrar,Esperamos muchísimo para entrar,0,0.01023096436174494,rollo
187,Lola Índigo decepcionante aunque fue brutal,Lola Índigo decepcionante aunque fue brutal,0,1.0,rollo
188,Muy buen ambiente,Muy buen ambiente,5,1.0,ambiente
189,Organización como cualquier festival,Organización como cualquier festival,-1,0.23544419274290335,Unknown
190,buhos lo dieron todo lo dio todooo,buhos lo dieron todo lo dio todooo,0,0.36916230068492145,rollo
191,buhos estuvo genial,buhos estuvo genial,0,0.344095284411844,rollo
192,Rigoberta Bandini hizo vibrar al público,Rigoberta Bandini hizo vibrar al público,0,1.0,rollo
193,Muy buen ambiente,Muy buen ambiente,5,1.0,ambiente
194,Sonido distorsionado y muy alto,Sonido distorsionado,0,0.009741694752173229,rollo
194,Sonido distorsionado y muy alto,muy alto,-1,0.1657265752162744,Unknown
195,La comida estuvo increíble,La comida estuvo increíble,1,1.0,comida
196,Lola Índigo estuvo genial,Lola Índigo estuvo genial,0,1.0,rollo
197,audio brutal,audio brutal,0,0.012307842563892946,rollo
198,Esperamos muchísimo para entrar,Esperamos muchísimo para entrar,0,0.010231112530366454,rollo
199,Audio brutal,Audio brutal,0,0.012313769083843537,rollo
200,Volumen fatal vibraaa,Volumen fatal vibraaa,0,0.031651824126393203,rollo
201,La comida estuvo increíble,La comida estuvo increíble,1,1.0,comida
202,El sonido fue perfecto,El sonido fue perfecto,5,1.0,ambiente
203,La comida estuvo increíble,La comida estuvo increíble,1,1.0,comida
204,La comida estuvo increíble,La comida estuvo increíble,1,1.0,comida
205,Ambiente regular como siempre,Ambiente regular como siempre,4,1.0,ambiente
206,Comida normal nada especial,Comida normal,1,0.22822748862989412,comida
206,Comida normal nada especial,nada especial,-1,0.05704061354005634,Unknown
207,Comida normal nada especial lo dio todooo,Comida normal nada especial lo dio todooo,1,0.23371821406421014,comida
208,Me encantó la comida del festival no convenciooo,Me encantó la comida del festival no convenciooo,1,0.2555182857024665,comida
209,Muy buen ambiente,Muy buen ambiente,5,1.0,ambiente
210,carísima y mala la comida,mala la comida,1,1.0,comida
211,Esperamos muchísimo para entrar lo dio todooo,Esperamos muchísimo para entrar lo dio todooo,0,0.01020932119676005,rollo
212,La comida estuvo increíble,La comida estuvo increíble,1,1.0,comida
213,Rosalía estuvo genial,Rosalía estuvo genial,0,1.0,rollo
214,Rigoberta Bandini hizo vibrar al público vibraaa porque fue brutal,Rigoberta Bandini hizo vibrar al público vibraaa porque fue brutal,0,1.0,rollo
215,Carísima y mala la comida,mala la comida,1,1.0,comida
216,Buhos decepcionante genialll,Buhos decepcionante genialll,0,0.3610452548906672,rollo
217,Desastre en la organización,Desastre en la organización,3,1.0,organización
218,Muy mal organizado todo mientras fue brutal,Muy mal organizado todo,3,1.0,organización
218,Muy mal organizado todo mientras fue brutal,mientras fue brutal,0,0.17427866947426368,rollo
219,Sonido distorsionado y muy alto bno,Sonido distorsionado,0,0.009752133907827441,rollo
219,Sonido distorsionado y muy alto bno,muy alto bno,-1,0.165963615406645,Unknown
220,Desastre en la organización genialll,Desastre en la organización genialll,3,1.0,organización
221,Bad Gyal lo dieron todo,Bad Gyal lo dieron todo,0,0.10971252233457401,rollo
222,audio brutal genialll,audio brutal genialll,0,0.012296855699576753,rollo
223,Comida normal nada especial,Comida normal,1,0.22804990648627946,comida
223,Comida normal nada especial,nada especial,-1,0.05698855557858562,Unknown
224,No había casi colas,No había casi colas,2,1.0,ambiente
225,Aitana hizo vibrar al público,Aitana hizo vibrar al público,0,1.0,rollo
226,Muy mal organizado todo,Muy mal organizado todo,3,1.0,organización
227,Comida normal nada especial ya que fue brutal,Comida normal nada especial ya que fue brutal,1,0.23941841107930675,comida
228,Lildami decepcionante,Lildami decepcionante,0,0.3612682021096185,rollo
229,ambiente regular como siempre cuando fue brutal,ambiente regular como siempre cuando fue,4,1.0,ambiente
230,Esperamos muchísimo para entrar,Esperamos muchísimo para entrar,0,0.010245101758003323,rollo
231,Desastre en la organización,Desastre en la organización,3,1.0,organización
232,Quevedo hizo vibrar al público,Quevedo hizo vibrar al público,0,1.0,rollo
233,Rigoberta Bandini estuvo genial aunque fue brutal,Rigoberta Bandini estuvo genial aunque fue brutal,0,1.0,rollo
234,Ambiente regular como siempre,Ambiente regular como siempre,4,1.0,ambiente
235,demasiada gente agobiante,demasiada gente agobiante,0,0.010352589298052543,rollo
236,Colas interminables un desastre,Colas interminables un desastre,6,1.0,desastre
237,lola índigo decepcionante mientras fue brutal,lola índigo decepcionante mientras fue,0,0.8455365975805267,rollo
238,Audio brutal no convenciooo,Audio brutal no convenciooo,0,0.012321337542223192,rollo
239,Desastre en la organización k,Desastre en la organización,3,1.0,organización
240,Muy mal organizado todo,Muy mal organizado todo,3,1.0,organización
241,Ambiente regular como siempre porque fue brutal,Ambiente regular como siempre porque fue brutal,4,1.0,ambiente
242,ambiente regular como siempre lo dio todooo,regular como siempre lo dio todooo,4,1.0,ambiente
243,sonido distorsionado y muy alto,sonido distorsionado,0,0.009810384170624908,rollo
243,sonido distorsionado y muy alto,muy alto,-1,0.16544253929965788,Unknown
244,muy buen ambiente,muy buen ambiente,5,1.0,ambiente
245,colas interminables un desastre,colas interminables,6,1.0,desastre
245,colas interminables un desastre,un desastre,6,1.0,desastre
246,Todo muy bien organizado,Todo muy bien organizado,4,1.0,ambiente
247,Todo muy bien organizado,Todo muy bien organizado,4,1.0,ambiente
248,Me encantó la comida del festival,Me encantó la comida del festival,1,0.2558414333968084,comida
249,La comida estuvo increíble,La comida estuvo increíble,1,1.0,comida
250,Audio brutal super biennn,Audio brutal super biennn,0,0.012292170067066422,rollo
251,Tiempos de espera razonables,Tiempos de espera razonables,-1,0.1943465016650128,Unknown
252,Sonido distorsionado y muy alto,Sonido distorsionado,0,0.0097454909950659,rollo
252,Sonido distorsionado y muy alto,muy alto,-1,0.16525095872916667,Unknown
253,Esperamos muchísimo para entrar,Esperamos muchísimo para entrar,0,0.01023754854940942,rollo
254,Colas interminables un desastre,Colas interminables un desastre,6,1.0,desastre
255,Tiempos de espera razonables,Tiempos de espera razonables,-1,0.1939959677439234,Unknown
256,Tiempos de espera razonables,Tiempos de espera razonables,-1,0.1938130615142767,Unknown
257,Audio brutal,Audio brutal,0,0.012314346813479322,rollo
258,Colas interminables un desastre,Colas interminables un desastre,6,1.0,desastre
259,Desastre en la organización,Desastre en la organización,3,1.0,organización
260,Demasiada gente agobiante,Demasiada gente agobiante,0,0.01033350081594975,rollo
261,Sonido distorsionado y muy alto,Sonido distorsionado,0,0.009742503071570154,rollo
261,Sonido distorsionado y muy alto,muy alto,-1,0.16582009003637194,Unknown
262,No había casi colas,No había casi colas,2,1.0,ambiente
263,Organización como cualquier festival,Organización como cualquier festival,-1,0.23540085717976364,Unknown
264,Muy mal organizado todo,Muy mal organizado todo,3,1.0,organización
265,no había casi colas,no había casi colas,2,1.0,ambiente
266,the tyets estuvo genial,the tyets estuvo genial,0,0.35994610531615573,rollo
267,Volumen fatal,Volumen fatal,0,0.031907681122136614,rollo
268,Sonido distorsionado y muy alto toa,Sonido distorsionado,0,0.009789788937346918,rollo
268,Sonido distorsionado y muy alto toa,muy alto,-1,0.16579784994846838,Unknown
269,Rigoberta Bandini lo dieron todo,Rigoberta Bandini lo dieron todo,0,1.0,rollo
270,Muy mal organizado todo flipanteee,Muy mal organizado todo flipanteee,3,1.0,organización
271,Ambiente cargado y mal rollo,Ambiente cargado,2,1.0,ambiente
271,Ambiente cargado y mal rollo,mal rollo,0,0.010537358313140389,rollo
272,no había casi colas super biennn,no había casi colas super biennn,2,1.0,ambiente
273,Buhos lo dieron todo,Buhos lo dieron todo,0,0.36942462864886594,rollo
274,Aitana hizo vibrar al público porque fue brutal,Aitana hizo vibrar al público porque fue brutal,0,1.0,rollo
275,Sonido distorsionado y muy alto,Sonido distorsionado,0,0.009764308389530754,rollo
275,Sonido distorsionado y muy alto,muy alto,-1,0.1657690185400931,Unknown
276,Colas interminables un desastre,Colas interminables un desastre,6,1.0,desastre
277,Organización como cualquier festival,Organización como cualquier festival,-1,0.23525032056758638,Unknown
278,Muy buen ambiente,Muy buen ambiente,5,1.0,ambiente
279,Volumen fatal,Volumen fatal,0,0.03196926379897623,rollo
280,Organización como cualquier festival,Organización como cualquier festival,-1,0.2352157377464722,Unknown
281,no había casi colas mientras fue brutal,no había casi colas mientras fue,2,1.0,ambiente
282,volumen fatal,volumen fatal,0,0.031914318134587706,rollo
283,Stay Homas hizo vibrar al público porque fue brutal,Stay Homas hizo vibrar al público porque fue brutal,0,0.32156134698581057,rollo
284,Todo muy bien organizado,Todo muy bien organizado,4,1.0,ambiente
285,Comida normal nada especial genialll,Comida normal nada especial genialll,1,0.23284451705419,comida
286,me encantó la comida del festival,me encantó la comida del festival,1,0.25524936647508806,comida
287,Buhos hizo vibrar al público,Buhos hizo vibrar al público,0,1.0,rollo
288,Organización como cualquier festival,Organización como cualquier festival,-1,0.23546654586189084,Unknown
289,Tiempos de espera razonables,Tiempos de espera razonables,-1,0.19391008121702324,Unknown
290,Aitana hizo vibrar al público,Aitana hizo vibrar al público,0,1.0,rollo
291,el sonido fue perfecto,el sonido fue perfecto,5,1.0,ambiente
292,comida normal nada especial,comida normal,1,0.22863875320902588,comida
292,comida normal nada especial,nada especial,-1,0.0570237381092141,Unknown
293,La comida estuvo increíble,La comida estuvo increíble,1,1.0,comida
294,Carísima y mala la comida,mala la comida,1,1.0,comida
295,Lildami estuvo genial,Lildami estuvo genial,0,0.8923642961116264,rollo
296,Ambiente regular como siempre,Ambiente regular como siempre,4,1.0,ambiente
297,Aitana hizo vibrar al público cuando fue brutal,Aitana hizo vibrar al público cuando fue brutal,0,1.0,rollo
298,Tiempos de espera razonables,Tiempos de espera razonables,-1,0.19428540147799933,Unknown
299,Me encantó la comida del festival porque fue brutal,Me encantó la comida del festival porque fue brutal,1,1.0,comida
300,Muy buen ambiente porque fue brutal,Muy buen ambiente,5,1.0,ambiente
300,Muy buen ambiente porque fue brutal,porque fue brutal,0,0.175800038929118,rollo
301,stay homas lo dieron todo,stay homas lo dieron,0,0.32477465944516615,rollo
302,Muy mal organizado todo,Muy mal organizado todo,3,1.0,organización
303,The Tyets hizo vibrar al público,The Tyets hizo vibrar al público,0,0.9964649216337593,rollo
304,Ambiente cargado y mal rollo,Ambiente cargado,2,1.0,ambiente
304,Ambiente cargado y mal rollo,mal rollo,0,0.010528198339040847,rollo
305,Todo muy bien organizado,Todo muy bien organizado,4,1.0,ambiente
306,Sonido distorsionado y muy alto,Sonido distorsionado,0,0.009785891106522025,rollo
306,Sonido distorsionado y muy alto,muy alto,-1,0.16568580295046192,Unknown
307,Ambiente cargado y mal rollo,Ambiente cargado,2,1.0,ambiente
307,Ambiente cargado y mal rollo,mal rollo,0,0.01052903840760814,rollo
