id,fullText,createdAt,url,lang,author_userName,author_location,Reply To User,is_relevant,similarity,gold_relevance
1003581209774051330,@cruillabcn lo que conseguís pidiendo casito a una hora y luego pasándoos el reloj por el forro es que luego nadie os haga ningún caso. besis.,04/06/2018 10:16,https://x.com/chrisbascu/status/1003581209774051330,es,chrisbascu,Not Available,cruillabcn,True,1.0,True
1147865778844082176,@captmarvelnews that’s awesome. i wore my cap to when i saw it a second time - you know why if you’ve seen.,07/07/2019 13:51,https://x.com/IanGrimm99/status/1147865778844082176,en,iangrimm99,Not Available,CaptMarvelNews,False,0.27459827065467834,False
977260151030861824,@cruillabcn .entre estas cosas y el cartel de este año (se salva izal) veremos cuánta gente va...no mezcleis política con la música,23/03/2018 19:05,https://x.com/Pakutas/status/977260151030861824,es,pakutas,Not Available,cruillabcn,True,1.0,True
1413494551386460160,@voz_populi seguimos para bingo,09/07/2021 13:45,https://x.com/gavira_antonio/status/1413494551386460160,es,gavira_antonio,Not Available,voz_populi,True,0.42695534229278564,False
1725473280826519699,@cruillabcn @avrillavigne @estrelladammcat @seetickets_es,17/11/2023 11:17,https://x.com/YPenombra/status/1725473280826519699,qme,ypenombra,Not Available,cruillabcn,True,1.0,True
1372274754573512709,"@cruillabcn @_albxreche @fuelfandango genial, alba reche",17/03/2021 19:52,https://x.com/maripiji67/status/1372274754573512709,es,maripiji67,Not Available,cruillabcn,True,1.0,True
1754513337172336688,@cruillabcn @antonia_font @palaumusicacat @estrelladammcat @seetickets_es venc dues entrades pel 7/02!,05/02/2024 14:32,https://x.com/alexpujolm/status/1754513337172336688,ca,alexpujolm,Not Available,cruillabcn,True,1.0,True
1656336275341824001,"@versiorac1 molt fàcil . que vagi algú de la conselleria de treball a un festival i veurà les condicions laborals que hi han . jornades de mínim 12 h , etc, ho fan? , igual és que ja els hi està b ….",10/05/2023 16:31,https://x.com/Luissanchez70Ho/status/1656336275341824001,ca,luissanchez70ho,Not Available,versiorac1,True,0.5327025651931763,False
940948886440628224,@cruillabcn @estrelladammcat @dbtodomundo @damianmarley @izalmusic @bombaestereo @joanaserrat @thebugzymalone pot ser que la gran majoria ja els haguem vist al cruilla??? gran decepció!!!!!,13/12/2017 14:17,https://x.com/Fitonada/status/940948886440628224,ca,fitonada,Not Available,cruillabcn,True,1.0,True
749877436498767872,aquest divendres tornem a estar d'estrena! ready to amb @estrelladammcat gas!,04/07/2016 8:08,https://x.com/ClipsterBCN/status/749877436498767872,ca,clipsterbcn,Not Available,Not Available,True,0.43392273783683777,False
1545398306716753921,@ludvig1973 @tv3cat ahir en parlaren als matins que jo veiés. els neerlandesos van esperar a que la seva tele els digués que podien sortir a protestar?,08/07/2022 13:24,https://x.com/jordi_giorgio/status/1545398306716753921,ca,jordi_giorgio,Not Available,Ludvig1973,True,0.40316545963287354,False
1288604991532544000,@cruillabcn @natalialacunza @estrelladammcat enamorada estoy,29/07/2020 22:39,https://x.com/otrasalas10/status/1288604991532544000,es,otrasalas10,Not Available,cruillabcn,True,1.0,True
1403089071837220865,@cruillabcn qué bonito,10/06/2021 20:37,https://x.com/marietalau/status/1403089071837220865,es,marietalau,Not Available,cruillabcn,True,1.0,True
1677256084199751680,"anoche con mis amigos de @lesluthiers, en barcelona, gracias por tantas risas y por el humor inteligente y la música maravillosa. mañana nos vemos en el @cruillabcn festival cruilla, junto a la roberto delgado big band con nuestro salswing!",07/07/2023 9:59,https://x.com/rubenblades/status/1677256084199751680,es,rubenblades,Not Available,Not Available,True,0.560512363910675,True
1147391216193036288,el treball republicà andalús comença a donar els seus fruits: una parella de rapers andalusos aplaudeix l’1-o al festival cruïlla de barcelona,06/07/2019 6:25,https://x.com/altamiranoMLG/status/1147391216193036288,ca,altamiranomlg,Not Available,Not Available,True,0.538017749786377,True
879287873945698304,@fnac_cat @cruillabcn @fnac_cat @cruillabcn a ver a ver que el año pasado me quedé con ganas de ir a ver a bunbury,26/06/2017 10:39,https://x.com/marta_fresneda/status/879287873945698304,es,marta_fresneda,Not Available,Fnac_CAT,True,0.37629222869873047,True
1532308933964095488,"@verneda73 mai d acord amb res,de quetreballarem tots aquells que no podem ser a empreses tecnològiques feu angunia tots plegats",02/06/2022 10:31,https://x.com/kenyapattt/status/1532308933964095488,ca,kenyapattt,Not Available,Verneda73,False,0.21236494183540344,False
1887521371594391878,@graclenation @magnolieishon gracie catalana girl in red catalana,06/02/2025 15:18,https://x.com/mjtearsricochet/status/1887521371594391878,tl,mjtearsricochet,Not Available,GRAClENATION,False,0.28022196888923645,False
1017364135569510400,@clipsterbcn @cruillabcn @bravafabrics @markgifer @munichsports @estrelladammcat nos vemos en la barra aquella del fondo...,12/07/2018 11:04,https://x.com/SrLimong/status/1017364135569510400,es,srlimong,Not Available,ClipsterBCN,True,0.4449421167373657,True
1672686547961774081,@wosistas ?,24/06/2023 19:22,https://x.com/K3vinLuc4s/status/1672686547961774081,und,k3vinluc4s,Not Available,wosistas,True,0.469960480928421,False
1810254067903402355,estem just en la setmana que queda entre el canet rock i el cruïlla. què és el més boig que heu fet o heu vist en un festival? lot de 3 ampolles del cava “nu brut nature”’ de cellers maset.,08/07/2024 10:06,https://x.com/lacompetencia/status/1810254067903402355,ca,lacompetencia,Not Available,Not Available,True,0.5155186653137207,True
1284232179250331650,"@cruillabcn perque no es aquí on està la propagació, sinó en la lenta gestió dels governants i en la poca responsabilitat d'alguns col.lectius",17/07/2020 21:03,https://x.com/inglbast/status/1284232179250331650,ca,inglbast,Not Available,cruillabcn,True,1.0,True
1413217180091617282,@a3noticias jajajajjajajajajajajajja tócate los cojones,08/07/2021 19:23,https://x.com/Popitas86800536/status/1413217180091617282,es,popitas86800536,Not Available,A3Noticias,False,0.23244765400886536,False
1013760153269743617,@clipsterbcn @cruillabcn @bravafabrics @markgifer @munichsports,02/07/2018 12:23,https://x.com/COSTAMARTA10/status/1013760153269743617,qme,costamarta10,Not Available,ClipsterBCN,True,0.35687586665153503,True
1512136399159443458,"@cruillabcn @vallformosa @anapolo___ @percebesygrelos @charliiepee @cap0 @evasoriano90 @ignatiusfarray @marcsarrats @modgi @oyesherman @valvaleriaros no cal dir ""comedy"" quan en català tenim 7na paraula tan preciosa com ""comèdia"", no trobeu? no sou més moderns per fer veure que som una societat que sap anglès (no en tenim ni puta idea)",07/04/2022 18:33,https://x.com/nicarnnipeix/status/1512136399159443458,ca,nicarnnipeix,Not Available,cruillabcn,True,1.0,True
1018085724397211648,"@_nica_ @cruillabcn ¡que buena foto!! mi cerebro tardó como 5' en procesar lo q pasaba en el escenario y comprenderlo. que como tiempo de reacción, es mucho. ¡demasiado!",14/07/2018 10:52,https://x.com/YulianaVK/status/1018085724397211648,es,yulianavk,Not Available,_nica_,False,0.34442755579948425,True
1416354368790667269,@savallsblog som sucnormals - el missatge,17/07/2021 11:09,https://x.com/Zboig/status/1416354368790667269,ca,zboig,Not Available,Savallsblog,True,0.39605098962783813,False
1888593377421136279,quiénes vais a ir a ver a gracie al festival de cruïlla?,09/02/2025 14:18,https://x.com/cowboylikesissi/status/1888593377421136279,ca,cowboylikesissi,Not Available,Not Available,True,0.6723096966743469,True
1546125716084899840,@cruillabcn desitjo que el proper any hi hagi cervesa sense gluten tots els dies perquè el dissabte a les 21h a cap barra. vaig parlar amb l'encarregada i vau arreglar la sense alcohol i no sense gluten. no vaig voler posar reclamació. tingueu en compte això pel 23. tirador i tot!!,10/07/2022 13:34,https://x.com/MeritxellVarea/status/1546125716084899840,ca,meritxellvarea,Not Available,cruillabcn,True,1.0,True
1273882100551290880,@sheila_blanco_ @cruillabcn bravo!!!,19/06/2020 7:35,https://x.com/marquez_iria/status/1273882100551290880,pt,marquez_iria,Not Available,Sheila_Blanco_,False,0.26278042793273926,True
1103625109904990209,@cruillabcn,07/03/2019 11:55,https://x.com/DobleN/status/1103625109904990209,qme,doblen,Not Available,cruillabcn,True,1.0,True
620890337356218368,@estrelladammcat @cruillabcn ha sigut genial! l'any vienent tornarem!,14/07/2015 9:39,https://x.com/mmireiamc/status/620890337356218368,ca,mmireiamc,Not Available,EstrellaDammCat,True,0.3960520923137665,True
1881973868476444856,"@savallsblog poca broma, kim. hi ha molts comptes dels que valen la pena que s'estan tancant. x de cada dia és més banal.",22/01/2025 7:55,https://x.com/AnnaSanchezRue1/status/1881973868476444856,ca,annasanchezrue1,Not Available,Savallsblog,False,0.33706241846084595,False
1532319714394898433,@cruillabcn @modgi sofà for the win.,02/06/2022 11:14,https://x.com/xul81/status/1532319714394898433,ca,xul81,Not Available,cruillabcn,True,1.0,True
1890113494877630480,@lietome_luke porque el primavera en concreto creo que tiene contrato de exclusividad,13/02/2025 18:59,https://x.com/mercyonclifford/status/1890113494877630480,es,mercyonclifford,Not Available,lietome_luke,False,0.33051806688308716,False
1018133665849790464,"aquesta va ser la última fotografia que vaig fer abans que em robesin el telèfon mobil, justament a primera fila de prophets of rage :( :( :( @cruillabcn",14/07/2018 14:02,https://x.com/vayacartulina/status/1018133665849790464,ca,vayacartulina,Not Available,vayacartulina,True,0.3711002767086029,True
1487125537168535560,@cruillabcn,28/01/2022 18:08,https://x.com/uzo_unlimited/status/1487125537168535560,qme,uzo_unlimited,Not Available,cruillabcn,True,1.0,True
1413079353332797445,"glups, primera baixa al cruïlla: senyor oca, positiu en el test d’antígens. serà substituït per sr. wilson &amp; grifi.",08/07/2021 10:15,https://x.com/xcervantes1/status/1413079353332797445,ca,xcervantes1,Not Available,xcervantes1,False,0.22456295788288116,True
1287063131814916097,@cruillabcn @_albxreche,25/07/2020 16:32,https://x.com/soulofalba/status/1287063131814916097,qme,soulofalba,Not Available,cruillabcn,True,1.0,True
1810001741007503525,@paulavallsfont @cruillabcn encara la tens?,07/07/2024 17:23,https://x.com/daliet__/status/1810001741007503525,es,daliet__,Not Available,PaulaVallsFont,False,0.34958237409591675,True
1275044928104665089,"@cruillabcn @serranoismael @sopadecabra @nilmoliner @fuelfandango @leonbenavente @vivasuecia @amicsdelesarts joder, que lejos estoy...",22/06/2020 12:36,https://x.com/Lolailo79611110/status/1275044928104665089,es,lolailo79611110,Not Available,cruillabcn,True,1.0,True
1413246751109177349,@totbcn sóm una societat madura i responsable....,08/07/2021 21:20,https://x.com/joanduriu/status/1413246751109177349,ca,joanduriu,Not Available,TotBcn,False,0.3417799770832062,False
1382302686029185024,@cruillabcn @estrelladammcat a quina hora es posaran a la venda???,14/04/2021 12:00,https://x.com/CactusFanaza/status/1382302686029185024,es,cactusfanaza,Not Available,cruillabcn,True,1.0,True
1704913868781203586,@cruillabcn @estrelladammcat @marcsarrats @oyesherman @oscarandreu @massanagranaire @gagagaigus @eldodoazul @anapolo___ @modgi @henzovic @merixeli19 tria'n un que t'agradi i hi anem?,21/09/2023 17:41,https://x.com/RavotOriol/status/1704913868781203586,ca,ravotoriol,Not Available,cruillabcn,True,1.0,True
1582299198732763136,@cruillabcn @sopadecabra @palausantjordi alfred garcía,18/10/2022 9:15,https://x.com/maccondoo/status/1582299198732763136,es,maccondoo,Not Available,cruillabcn,True,1.0,True
1842304269535556031,@cruillabcn @higiniaroig @massanagranaire @oyesherman @albertbotran @indicatiu @afajngold @joeldiazbrah @parallel62bcn @seetickets_es cruilla de capitalistes,04/10/2024 20:42,https://x.com/POSVALENEN/status/1842304269535556031,es,posvalenen,Not Available,cruillabcn,True,1.0,True
1676672443945975808,"pluja d’idees per batejar el menjar… “quesús gil, jan laporca…”",05/07/2023 19:20,https://x.com/xcervantes1/status/1676672443945975808,ca,xcervantes1,Not Available,xcervantes1,False,0.3291451930999756,False
1418833854887038978,@cruillabcn @flsida @oriolmitja sois conocedores que la empresa enfersalus que contratasteis para realizar las pruebas covid no ha dado de alta en seguridad social a parte del personal de enfermería y auxiliares y no les ha abonado el salario …… y no hacéis nada !!!!,24/07/2021 7:22,https://x.com/EmmEdumartinezm/status/1418833854887038978,es,emmedumartinezm,Not Available,cruillabcn,True,1.0,True
1391378627472801794,@el_pais vaya...,09/05/2021 13:04,https://x.com/inspectorayenes/status/1391378627472801794,es,inspectorayenes,Not Available,el_pais,True,0.44797399640083313,False
1541375859822559237,"@cruillabcn incubus tocan en madrid 5 y 8, aquí el 7 y compro la entrada de jueves del tirón.",27/06/2022 11:00,https://x.com/albiol77/status/1541375859822559237,es,albiol77,Not Available,cruillabcn,True,1.0,True
727918605413842944,@emicida previsões pra frança??? plmdds!,04/05/2016 17:51,https://x.com/g6ksrd/status/727918605413842944,pt,g6ksrd,Not Available,emicida,True,0.48978984355926514,False
1864268606676107758,@cruillabcn @alanis @30secondstomars @estrelladammcat @seetickets_es cuándo vais a darnos la alegría de confirmar a @kylieminogue ????,04/12/2024 11:20,https://x.com/rafa_logro/status/1864268606676107758,es,rafa_logro,Not Available,cruillabcn,True,1.0,True
1413770209090015234,"@europapress norma vigentes desde el 9 de julio la disposició dels clients ha de limitar grups de màxim 10 persones a l’exterior, garantint la distància física d’1,5 metres entre diferents grups. luego que si la irresponsabilidad de los jóvenes y esas cosas",10/07/2021 8:00,https://x.com/antesandres/status/1413770209090015234,ca,antesandres,Not Available,europapress,False,0.3057730495929718,False
1552246852900249603,què implica això? que en barris on zones grans de parc en les que poder gaudir de l'oci no sobren son arrancades autoritàriament del veïnat per events privats que no ens beneficien en res,27/07/2022 10:57,https://x.com/Verneda73/status/1552246852900249603,ca,verneda73,Not Available,Verneda73,True,0.3619687557220459,False
1802772211364766127,@cruillabcn cuando anunciáis los precios?,17/06/2024 18:36,https://x.com/nanamanjiro/status/1802772211364766127,es,nanamanjiro,Not Available,cruillabcn,True,1.0,True
1017375350093950976,@clipsterbcn @cruillabcn @bravafabrics @markgifer @munichsports @estrelladammcat ho torno a probar: @bravafabrics té aquestes camises amb balenes?,12/07/2018 11:49,https://x.com/catalana2017/status/1017375350093950976,ca,catalana2017,Not Available,ClipsterBCN,False,0.3310510516166687,True
1812492238905069747,"@lechuzoenolivo @desantako @jedienpracticas bueno, casi te lo ponían en la entrada... nah! yastoy en casa",14/07/2024 14:19,https://x.com/YOL76/status/1812492238905069747,es,yol76,Not Available,lechuzoenolivo,True,0.4590352475643158,False
741005319988482049,"@cruillabcn @pribizofficial @culturaartsy me parece vergonzoso lo que habéis hecho. el ganador estaba elegido de antemano, está claro.",09/06/2016 20:33,https://x.com/wanderwilde/status/741005319988482049,es,wanderwilde,Not Available,cruillabcn,True,1.0,True
1413071935337123841,@btvnoticies covid party.,08/07/2021 9:46,https://x.com/andreupuig1/status/1413071935337123841,en,andreupuig1,Not Available,btvnoticies,True,0.38395658135414124,False
1494421866072600586,@duranduran fantastic!!!! no more words,17/02/2022 21:21,https://x.com/BeaBERNALES72/status/1494421866072600586,en,beabernales72,Not Available,duranduran,False,0.3410634696483612,False
1413773916175224834,@btvnoticies no puc entendre com hi ha gent que no te por a res… la seva vida ha de ser una merda i valorar-la poc..,10/07/2021 8:15,https://x.com/HectorRabanFoto/status/1413773916175224834,ca,hectorrabanfoto,Not Available,btvnoticies,False,0.2335565835237503,False
1902854963627192415,@autivistdah ai.,20/03/2025 22:49,https://x.com/annnetaHappy/status/1902854963627192415,und,annnetahappy,Not Available,AutivisTdah,True,0.5913331508636475,False
1017521874929111042,"el festival @cruillabcn és música, però també compromís: no és no i no callem, art (a l'escenari marí de @lluisdanes i arreu del festival), entitats solidàries i ecologia (primer gran festival amb gots 100% biodegradables, fets de blat de moro).",12/07/2018 21:31,https://x.com/ismartin_amoros/status/1017521874929111042,ca,ismartin_amoros,Not Available,Not Available,True,0.6361098289489746,True
1285248393518952448,@cruillabcn molta força i molts ànims! ho esteu fent molt bé i tant de bò ens en sortim plegats! vaig gaudir l’altre dia d’un concert al camp nou i les mesures eren excepcionals!!! ens mereixem poder seguir gaudint de la cultura!!!,20/07/2020 16:21,https://x.com/garreta_agnes/status/1285248393518952448,ca,garreta_agnes,Not Available,cruillabcn,True,1.0,True
1374575927225683973,"@joeldiazbrah @cruillabcn en hail domínguez no necessita anat al cruïlla, que ja cobra una morterada dels nostres impostos.",24/03/2021 4:16,https://x.com/Tonrosza/status/1374575927225683973,ca,tonrosza,Not Available,joeldiazbrah,False,0.30324435234069824,True
1374468184334503949,"@joeldiazbrah @cruillabcn no es verdad, todo el mundo sabe que @ignatiusfarray es murciano.",23/03/2021 21:08,https://x.com/YlosBeatles/status/1374468184334503949,es,ylosbeatles,Not Available,joeldiazbrah,False,0.22538484632968903,True
1677795768218931200,@offspring @cruillabcn fricken rad,08/07/2023 21:44,https://x.com/batmanbeyond182/status/1677795768218931200,en,batmanbeyond182,Not Available,offspring,False,0.21680428087711334,True
1798316190923936029,@ysy__a cuando vas a tocar “ser el trap”? @ysy__a,05/06/2024 11:29,https://x.com/santiiig21/status/1798316190923936029,es,santiiig21,Not Available,ysy__a,True,0.3883134722709656,False
1408481295387312128,"@cruillabcn editors mai ha publicat aquest concert a la seva web. no sera q fa temps q sabieu aixo? aixi, no.",25/06/2021 17:44,https://x.com/xgs07/status/1408481295387312128,ca,xgs07,Not Available,cruillabcn,True,1.0,True
1811432949885374638,"@versiorac1 @gestadella mare de deu quina pena no conèixer chucho valdes. a part de les conyes, quin nivell cultural",11/07/2024 16:10,https://x.com/MaiteMaitel/status/1811432949885374638,ca,maitemaitel,Not Available,versiorac1,True,0.4971393942832947,False
533609108159877120,@cruillabcn @estrelladammcat no pueden faltar @dubiozakolektiv y @lasratomasa,15/11/2014 13:15,https://x.com/mrg1806/status/533609108159877120,es,mrg1806,Not Available,cruillabcn,True,1.0,True
1382392302446985221,@cruillabcn @estrelladammcat @cruillabcn hi haurà escenari a poble espanyol? o ja està tot confirmat amb les publicacions d’avui?,14/04/2021 17:56,https://x.com/an_nmm/status/1382392302446985221,ca,an_nmm,Not Available,cruillabcn,True,1.0,True
1017496786531995648,@juligan008 jaaaaa es su alter ego fijo siempre lo pienso,12/07/2018 19:51,https://x.com/vanneontravel/status/1017496786531995648,es,vanneontravel,Not Available,juligan008,True,0.44046977162361145,False
1413441865202814981,@totbcn aquests eren els que s'han afartat de dir que controlarien que tothom portés la mascareta?,09/07/2021 10:16,https://x.com/LouPalm/status/1413441865202814981,ca,loupalm,Not Available,TotBcn,True,0.4254767596721649,False
920035361035866113,@cruillabcn dejaré de ir al festival por este cartel,16/10/2017 21:14,https://x.com/esponvideo/status/920035361035866113,es,esponvideo,Not Available,cruillabcn,True,1.0,True
1546214422737305606,@cruillabcn @juanluisguerra màgic!,10/07/2022 19:27,https://x.com/EstrellaDammCat/status/1546214422737305606,ca,estrelladammcat,Not Available,cruillabcn,True,1.0,True
1147868344902701057,"@captmarvelnews higher, further, faster, baby! ,",07/07/2019 14:01,https://x.com/VeejayJhalley/status/1147868344902701057,en,veejayjhalley,Not Available,CaptMarvelNews,True,0.40560898184776306,False
883684308262801408,"@petshopboys @cruillabcn just waiting for monday @petshopboys concert at teatro real in madrid, incredible venue.",08/07/2017 13:48,https://x.com/jesusrh_/status/883684308262801408,en,jesusrh_,Not Available,petshopboys,True,0.44251301884651184,True
717310157613633537,"@cruillabcn @estrelladammcat hola, hi haurà els 5 escenaris com el darrer any? gràcies!",05/04/2016 11:17,https://x.com/afercar/status/717310157613633537,ca,afercar,Not Available,cruillabcn,True,1.0,True
1413481848924119050,@cruillabcn @xoellopez,09/07/2021 12:55,https://x.com/ALIBIUTIFUL/status/1413481848924119050,qme,alibiutiful,Not Available,cruillabcn,True,1.0,True
1684570911108894723,"@cupbarcelona @llenguacat ostres el que fan els vots, eh? primer tuit en molts mesos amb el que estic d’acord menys rucades i més coses importants",27/07/2023 14:26,https://x.com/Busca_vides/status/1684570911108894723,ca,busca_vides,Not Available,CUPBarcelona,True,0.3599725365638733,False
1017906942189162496,@mvilaredon a qui estas hatejant en concret?,13/07/2018 23:01,https://x.com/Xav1Arnau/status/1017906942189162496,ca,xav1arnau,Not Available,mvilaredon,True,0.5274770259857178,False
1292412601469743104,"@cruillabcn fins setembre, cracks!!",09/08/2020 10:49,https://x.com/YulianaVK/status/1292412601469743104,en,yulianavk,Not Available,cruillabcn,True,1.0,True
1416409649356681221,@savallsblog hores d'ara tota europa ho ha sentit.,17/07/2021 14:49,https://x.com/LuisMartinMori1/status/1416409649356681221,ca,luismartinmori1,Not Available,Savallsblog,False,0.2953806519508362,False
1532298066975408128,"barcelona és una ciutat amb un model terrible, benevolent amb turistes i rics i violenta amb els barris obrers que no hi veuen cap benefici en tot el que comporta aquest model",02/06/2022 9:48,https://x.com/Verneda73/status/1532298066975408128,ca,verneda73,Not Available,Verneda73,True,0.3883180022239685,False
1923830883477287265,"they won a world cup together and today they were together at training. welcome, joachim löw!",17/05/2025 20:00,https://x.com/FCBarcelona/status/1923830883477287265,en,fcbarcelona,Not Available,Not Available,False,0.26677602529525757,False
751857654625173505,@wearejames no worries from me thanks for looking least we have audio,09/07/2016 19:16,https://x.com/liammallo73/status/751857654625173505,en,liammallo73,Not Available,wearejames,False,0.30468714237213135,False
1661273534499364866,@cruillabcn @ana_i_logica @ignatiusfarray @zlonk @eldodoazul @abiraquelirene @anapolo___ @adriromeo @juegodelitronos @alexis_deiz @charliiepee watch racist pedo supporters live! &lt;3333 did your sister successfully off herself by now? @juankiferrer,24/05/2023 7:30,https://x.com/juankihog/status/1661273534499364866,en,juankihog,Not Available,cruillabcn,True,1.0,True
1533129528171802625,@ulldepollmataro @matarocat @dbotepaz @sergimoralesd @xescog,04/06/2022 16:52,https://x.com/xevigalceran/status/1533129528171802625,qme,xevigalceran,Not Available,ulldepollmataro,True,0.5555772185325623,False
829748520496295938,@the_prodigy i own you all i am. and im gonna make you twice millionaire that you actually are,09/02/2017 17:47,https://x.com/MindDetonators/status/829748520496295938,en,minddetonators,Not Available,the_prodigy,True,0.4441562294960022,False
1411922416331280386,@rac1 aixo es tindria que cancelar..ja!!!! @govern. despres no tanqueu el camp nou. fills de puta!!,05/07/2021 5:38,https://x.com/marcusbcn7733/status/1411922416331280386,ca,marcusbcn7733,Not Available,rac1,True,0.35964807868003845,False
619836530157322240,@jamiecullum awesome. when you touring the uk. ? need to see you again.,11/07/2015 11:51,https://x.com/westy1308/status/619836530157322240,en,westy1308,Not Available,jamiecullum,True,0.3546943962574005,False
1003581517111709696,@cruillabcn,04/06/2018 10:17,https://x.com/yknasy/status/1003581517111709696,qme,yknasy,Not Available,cruillabcn,True,1.0,True
1413469977227767811,"@xcervantes1 preguna seriosa. i si resulta que dones positiu, te n vas cap a casa oi?? peró en el teu trajecte fins al cruilla, mentre esperaves resultat i de tornada a casa estàs escampant el virus oi??. els sanitaris que en pensen??",09/07/2021 12:07,https://x.com/BRUGS1967/status/1413469977227767811,ca,brugs1967,Not Available,xcervantes1,False,0.303425669670105,True
1415362247069769740,"@tonicantona amb la cara, ja paga.",14/07/2021 17:27,https://x.com/TeVxi/status/1415362247069769740,ca,tevxi,Not Available,tonicantona,True,0.460395485162735,False
