id,fullText,createdAt,url,lang,author_userName,author_location,Reply To User,is_relevant,similarity,gold_relevance,manual_aspects,manual_sentiments
1003581209774051330,@cruillabcn lo que conseguís pidiendo casito a una hora y luego pasándoos el reloj por el forro es que luego nadie os haga ningún caso. besis.,04/06/2018 10:16,https://x.com/chrisbascu/status/1003581209774051330,es,chrisbascu,Not Available,cruillabcn,True,1.0,True,,
977260151030861824,@cruillabcn .entre estas cosas y el cartel de este año (se salva izal) veremos cuánta gente va...no mezcleis política con la música,23/03/2018 19:05,https://x.com/Pakutas/status/977260151030861824,es,pakutas,Not Available,cruillabcn,True,1.0,True,,
1725473280826519699,@cruillabcn @avrillavigne @estrelladammcat @seetickets_es,17/11/2023 11:17,https://x.com/YPenombra/status/1725473280826519699,qme,ypenombra,Not Available,cruillabcn,True,1.0,True,,
1372274754573512709,"@cruillabcn @_albxreche @fuelfandango genial, alba reche",17/03/2021 19:52,https://x.com/maripiji67/status/1372274754573512709,es,maripiji67,Not Available,cruillabcn,True,1.0,True,,
1754513337172336688,@cruillabcn @antonia_font @palaumusicacat @estrelladammcat @seetickets_es venc dues entrades pel 7/02!,05/02/2024 14:32,https://x.com/alexpujolm/status/1754513337172336688,ca,alexpujolm,Not Available,cruillabcn,True,1.0,True,,
940948886440628224,@cruillabcn @estrelladammcat @dbtodomundo @damianmarley @izalmusic @bombaestereo @joanaserrat @thebugzymalone pot ser que la gran majoria ja els haguem vist al cruilla??? gran decepció!!!!!,13/12/2017 14:17,https://x.com/Fitonada/status/940948886440628224,ca,fitonada,Not Available,cruillabcn,True,1.0,True,,
1288604991532544000,@cruillabcn @natalialacunza @estrelladammcat enamorada estoy,29/07/2020 22:39,https://x.com/otrasalas10/status/1288604991532544000,es,otrasalas10,Not Available,cruillabcn,True,1.0,True,,
1403089071837220865,@cruillabcn qué bonito,10/06/2021 20:37,https://x.com/marietalau/status/1403089071837220865,es,marietalau,Not Available,cruillabcn,True,1.0,True,,
1677256084199751680,"anoche con mis amigos de @lesluthiers, en barcelona, gracias por tantas risas y por el humor inteligente y la música maravillosa. mañana nos vemos en el @cruillabcn festival cruilla, junto a la roberto delgado big band con nuestro salswing!",07/07/2023 9:59,https://x.com/rubenblades/status/1677256084199751680,es,rubenblades,Not Available,Not Available,True,560.512.363.910.675,True,,
1147391216193036288,el treball republicà andalús comença a donar els seus fruits: una parella de rapers andalusos aplaudeix l’1-o al festival cruïlla de barcelona,06/07/2019 6:25,https://x.com/altamiranoMLG/status/1147391216193036288,ca,altamiranomlg,Not Available,Not Available,True,538.017.749.786.377,True,,
879287873945698304,@fnac_cat @cruillabcn @fnac_cat @cruillabcn a ver a ver que el año pasado me quedé con ganas de ir a ver a bunbury,26/06/2017 10:39,https://x.com/marta_fresneda/status/879287873945698304,es,marta_fresneda,Not Available,Fnac_CAT,False,3.762.922.286.987.300,True,,
1017364135569510400,@clipsterbcn @cruillabcn @bravafabrics @markgifer @munichsports @estrelladammcat nos vemos en la barra aquella del fondo...,12/07/2018 11:04,https://x.com/SrLimong/status/1017364135569510400,es,srlimong,Not Available,ClipsterBCN,False,4.883.511.960.506.430,True,,
1810254067903402355,estem just en la setmana que queda entre el canet rock i el cruïlla. què és el més boig que heu fet o heu vist en un festival? lot de 3 ampolles del cava “nu brut nature”’ de cellers maset.,08/07/2024 10:06,https://x.com/lacompetencia/status/1810254067903402355,ca,lacompetencia,Not Available,Not Available,True,5.155.186.653.137.200,True,,
1284232179250331650,"@cruillabcn perque no es aquí on està la propagació, sinó en la lenta gestió dels governants i en la poca responsabilitat d'alguns col.lectius",17/07/2020 21:03,https://x.com/inglbast/status/1284232179250331650,ca,inglbast,Not Available,cruillabcn,True,1.0,True,,
1013760153269743617,@clipsterbcn @cruillabcn @bravafabrics @markgifer @munichsports,02/07/2018 12:23,https://x.com/COSTAMARTA10/status/1013760153269743617,qme,costamarta10,Not Available,ClipsterBCN,True,6.159.403.920.173.640,True,,
1512136399159443458,"@cruillabcn @vallformosa @anapolo___ @percebesygrelos @charliiepee @cap0 @evasoriano90 @ignatiusfarray @marcsarrats @modgi @oyesherman @valvaleriaros no cal dir ""comedy"" quan en català tenim 7na paraula tan preciosa com ""comèdia"", no trobeu? no sou més moderns per fer veure que som una societat que sap anglès (no en tenim ni puta idea)",07/04/2022 18:33,https://x.com/nicarnnipeix/status/1512136399159443458,ca,nicarnnipeix,Not Available,cruillabcn,True,1.0,True,,
1018085724397211648,"@_nica_ @cruillabcn ¡que buena foto!! mi cerebro tardó como 5' en procesar lo q pasaba en el escenario y comprenderlo. que como tiempo de reacción, es mucho. ¡demasiado!",14/07/2018 10:52,https://x.com/YulianaVK/status/1018085724397211648,es,yulianavk,Not Available,_nica_,False,3.444.275.557.994.840,True,,
1888593377421136279,quiénes vais a ir a ver a gracie al festival de cruïlla?,09/02/2025 14:18,https://x.com/cowboylikesissi/status/1888593377421136279,ca,cowboylikesissi,Not Available,Not Available,True,6.723.096.966.743.460,True,,
1546125716084899840,@cruillabcn desitjo que el proper any hi hagi cervesa sense gluten tots els dies perquè el dissabte a les 21h a cap barra. vaig parlar amb l'encarregada i vau arreglar la sense alcohol i no sense gluten. no vaig voler posar reclamació. tingueu en compte això pel 23. tirador i tot!!,10/07/2022 13:34,https://x.com/MeritxellVarea/status/1546125716084899840,ca,meritxellvarea,Not Available,cruillabcn,True,1.0,True,,
1273882100551290880,@sheila_blanco_ @cruillabcn bravo!!!,19/06/2020 7:35,https://x.com/marquez_iria/status/1273882100551290880,pt,marquez_iria,Not Available,Sheila_Blanco_,False,3.721.510.469.913.480,True,,
1103625109904990209,@cruillabcn,07/03/2019 11:55,https://x.com/DobleN/status/1103625109904990209,qme,doblen,Not Available,cruillabcn,True,1.0,True,,
620890337356218368,@estrelladammcat @cruillabcn ha sigut genial! l'any vienent tornarem!,14/07/2015 9:39,https://x.com/mmireiamc/status/620890337356218368,ca,mmireiamc,Not Available,EstrellaDammCat,False,3.960.520.923.137.660,True,,
1532319714394898433,@cruillabcn @modgi sofà for the win.,02/06/2022 11:14,https://x.com/xul81/status/1532319714394898433,ca,xul81,Not Available,cruillabcn,True,1.0,True,,
1018133665849790464,"aquesta va ser la última fotografia que vaig fer abans que em robesin el telèfon mobil, justament a primera fila de prophets of rage :( :( :( @cruillabcn",14/07/2018 14:02,https://x.com/vayacartulina/status/1018133665849790464,ca,vayacartulina,Not Available,vayacartulina,False,3.711.002.767.086.020,True,,
1487125537168535560,@cruillabcn,28/01/2022 18:08,https://x.com/uzo_unlimited/status/1487125537168535560,qme,uzo_unlimited,Not Available,cruillabcn,True,1.0,True,,
1413079353332797445,"glups, primera baixa al cruïlla: senyor oca, positiu en el test d’antígens. serà substituït per sr. wilson &amp; grifi.",08/07/2021 10:15,https://x.com/xcervantes1/status/1413079353332797445,ca,xcervantes1,Not Available,xcervantes1,False,2.245.629.578.828.810,True,,
1287063131814916097,@cruillabcn @_albxreche,25/07/2020 16:32,https://x.com/soulofalba/status/1287063131814916097,qme,soulofalba,Not Available,cruillabcn,True,1.0,True,,
1810001741007503525,@paulavallsfont @cruillabcn encara la tens?,07/07/2024 17:23,https://x.com/daliet__/status/1810001741007503525,es,daliet__,Not Available,PaulaVallsFont,False,4.707.919.061.183.920,True,,
1275044928104665089,"@cruillabcn @serranoismael @sopadecabra @nilmoliner @fuelfandango @leonbenavente @vivasuecia @amicsdelesarts joder, que lejos estoy...",22/06/2020 12:36,https://x.com/Lolailo79611110/status/1275044928104665089,es,lolailo79611110,Not Available,cruillabcn,True,1.0,True,,
1382302686029185024,@cruillabcn @estrelladammcat a quina hora es posaran a la venda???,14/04/2021 12:00,https://x.com/CactusFanaza/status/1382302686029185024,es,cactusfanaza,Not Available,cruillabcn,True,1.0,True,,
1704913868781203586,@cruillabcn @estrelladammcat @marcsarrats @oyesherman @oscarandreu @massanagranaire @gagagaigus @eldodoazul @anapolo___ @modgi @henzovic @merixeli19 tria'n un que t'agradi i hi anem?,21/09/2023 17:41,https://x.com/RavotOriol/status/1704913868781203586,ca,ravotoriol,Not Available,cruillabcn,True,1.0,True,,
1582299198732763136,@cruillabcn @sopadecabra @palausantjordi alfred garcía,18/10/2022 9:15,https://x.com/maccondoo/status/1582299198732763136,es,maccondoo,Not Available,cruillabcn,True,1.0,True,,
1842304269535556031,@cruillabcn @higiniaroig @massanagranaire @oyesherman @albertbotran @indicatiu @afajngold @joeldiazbrah @parallel62bcn @seetickets_es cruilla de capitalistes,04/10/2024 20:42,https://x.com/POSVALENEN/status/1842304269535556031,es,posvalenen,Not Available,cruillabcn,True,1.0,True,,
1418833854887038978,@cruillabcn @flsida @oriolmitja sois conocedores que la empresa enfersalus que contratasteis para realizar las pruebas covid no ha dado de alta en seguridad social a parte del personal de enfermería y auxiliares y no les ha abonado el salario …… y no hacéis nada !!!!,24/07/2021 7:22,https://x.com/EmmEdumartinezm/status/1418833854887038978,es,emmedumartinezm,Not Available,cruillabcn,True,1.0,True,,
1541375859822559237,"@cruillabcn incubus tocan en madrid 5 y 8, aquí el 7 y compro la entrada de jueves del tirón.",27/06/2022 11:00,https://x.com/albiol77/status/1541375859822559237,es,albiol77,Not Available,cruillabcn,True,1.0,True,,
1864268606676107758,@cruillabcn @alanis @30secondstomars @estrelladammcat @seetickets_es cuándo vais a darnos la alegría de confirmar a @kylieminogue ????,04/12/2024 11:20,https://x.com/rafa_logro/status/1864268606676107758,es,rafa_logro,Not Available,cruillabcn,True,1.0,True,,
1802772211364766127,@cruillabcn cuando anunciáis los precios?,17/06/2024 18:36,https://x.com/nanamanjiro/status/1802772211364766127,es,nanamanjiro,Not Available,cruillabcn,True,1.0,True,,
1017375350093950976,@clipsterbcn @cruillabcn @bravafabrics @markgifer @munichsports @estrelladammcat ho torno a probar: @bravafabrics té aquestes camises amb balenes?,12/07/2018 11:49,https://x.com/catalana2017/status/1017375350093950976,ca,catalana2017,Not Available,ClipsterBCN,False,3.310.510.516.166.680,True,,
741005319988482049,"@cruillabcn @pribizofficial @culturaartsy me parece vergonzoso lo que habéis hecho. el ganador estaba elegido de antemano, está claro.",09/06/2016 20:33,https://x.com/wanderwilde/status/741005319988482049,es,wanderwilde,Not Available,cruillabcn,True,1.0,True,,
1017521874929111042,"el festival @cruillabcn és música, però també compromís: no és no i no callem, art (a l'escenari marí de @lluisdanes i arreu del festival), entitats solidàries i ecologia (primer gran festival amb gots 100% biodegradables, fets de blat de moro).",12/07/2018 21:31,https://x.com/ismartin_amoros/status/1017521874929111042,ca,ismartin_amoros,Not Available,Not Available,True,6.361.098.289.489.740,True,,
1285248393518952448,@cruillabcn molta força i molts ànims! ho esteu fent molt bé i tant de bò ens en sortim plegats! vaig gaudir l’altre dia d’un concert al camp nou i les mesures eren excepcionals!!! ens mereixem poder seguir gaudint de la cultura!!!,20/07/2020 16:21,https://x.com/garreta_agnes/status/1285248393518952448,ca,garreta_agnes,Not Available,cruillabcn,True,1.0,True,,
1374575927225683973,"@joeldiazbrah @cruillabcn en hail domínguez no necessita anat al cruïlla, que ja cobra una morterada dels nostres impostos.",24/03/2021 4:16,https://x.com/Tonrosza/status/1374575927225683973,ca,tonrosza,Not Available,joeldiazbrah,False,3.032.443.523.406.980,True,,
1374468184334503949,"@joeldiazbrah @cruillabcn no es verdad, todo el mundo sabe que @ignatiusfarray es murciano.",23/03/2021 21:08,https://x.com/YlosBeatles/status/1374468184334503949,es,ylosbeatles,Not Available,joeldiazbrah,False,4.769.150.614.738.460,True,,
1677795768218931200,@offspring @cruillabcn fricken rad,08/07/2023 21:44,https://x.com/batmanbeyond182/status/1677795768218931200,en,batmanbeyond182,Not Available,offspring,True,6.497.349.739.074.700,True,,
1408481295387312128,"@cruillabcn editors mai ha publicat aquest concert a la seva web. no sera q fa temps q sabieu aixo? aixi, no.",25/06/2021 17:44,https://x.com/xgs07/status/1408481295387312128,ca,xgs07,Not Available,cruillabcn,True,1.0,True,,
533609108159877120,@cruillabcn @estrelladammcat no pueden faltar @dubiozakolektiv y @lasratomasa,15/11/2014 13:15,https://x.com/mrg1806/status/533609108159877120,es,mrg1806,Not Available,cruillabcn,True,1.0,True,,
1382392302446985221,@cruillabcn @estrelladammcat @cruillabcn hi haurà escenari a poble espanyol? o ja està tot confirmat amb les publicacions d’avui?,14/04/2021 17:56,https://x.com/an_nmm/status/1382392302446985221,ca,an_nmm,Not Available,cruillabcn,True,1.0,True,,
920035361035866113,@cruillabcn dejaré de ir al festival por este cartel,16/10/2017 21:14,https://x.com/esponvideo/status/920035361035866113,es,esponvideo,Not Available,cruillabcn,True,1.0,True,,
1546214422737305606,@cruillabcn @juanluisguerra màgic!,10/07/2022 19:27,https://x.com/EstrellaDammCat/status/1546214422737305606,ca,estrelladammcat,Not Available,cruillabcn,True,1.0,True,,
883684308262801408,"@petshopboys @cruillabcn just waiting for monday @petshopboys concert at teatro real in madrid, incredible venue.",08/07/2017 13:48,https://x.com/jesusrh_/status/883684308262801408,en,jesusrh_,Not Available,petshopboys,False,4.425.130.188.465.110,True,,
717310157613633537,"@cruillabcn @estrelladammcat hola, hi haurà els 5 escenaris com el darrer any? gràcies!",05/04/2016 11:17,https://x.com/afercar/status/717310157613633537,ca,afercar,Not Available,cruillabcn,True,1.0,True,,
1413481848924119050,@cruillabcn @xoellopez,09/07/2021 12:55,https://x.com/ALIBIUTIFUL/status/1413481848924119050,qme,alibiutiful,Not Available,cruillabcn,True,1.0,True,,
1292412601469743104,"@cruillabcn fins setembre, cracks!!",09/08/2020 10:49,https://x.com/YulianaVK/status/1292412601469743104,en,yulianavk,Not Available,cruillabcn,True,1.0,True,,
1661273534499364866,@cruillabcn @ana_i_logica @ignatiusfarray @zlonk @eldodoazul @abiraquelirene @anapolo___ @adriromeo @juegodelitronos @alexis_deiz @charliiepee watch racist pedo supporters live! &lt;3333 did your sister successfully off herself by now? @juankiferrer,24/05/2023 7:30,https://x.com/juankihog/status/1661273534499364866,en,juankihog,Not Available,cruillabcn,True,1.0,True,,
1003581517111709696,@cruillabcn,04/06/2018 10:17,https://x.com/yknasy/status/1003581517111709696,qme,yknasy,Not Available,cruillabcn,True,1.0,True,,
1413469977227767811,"@xcervantes1 preguna seriosa. i si resulta que dones positiu, te n vas cap a casa oi?? peró en el teu trajecte fins al cruilla, mentre esperaves resultat i de tornada a casa estàs escampant el virus oi??. els sanitaris que en pensen??",09/07/2021 12:07,https://x.com/BRUGS1967/status/1413469977227767811,ca,brugs1967,Not Available,xcervantes1,False,303.425.669.670.105,True,,
1795794920856248383,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es smashing i aurora alhora m'ha fet molt de mal!,29/05/2024 12:30,https://x.com/cespuny/status/1795794920856248383,ca,cespuny,Not Available,cruillabcn,True,1.0,True,,
966083064198848527,@cruillabcn quines ganes de coneixer el cartell!,20/02/2018 22:52,https://x.com/Bcntrending/status/966083064198848527,ca,bcntrending,Not Available,cruillabcn,True,1.0,True,,
1661043561402449930,@cruillabcn @ignatiusfarray @zlonk @eldodoazul @abiraquelirene @anapolo___ @adriromeo @juegodelitronos @alexis_deiz @charliiepee @ana_i_logica molt guapo....quin aforament màxim té? l'any passat es va omplir del tot molt d'hora diria,23/05/2023 16:17,https://x.com/THANATO19249470/status/1661043561402449930,ca,thanato19249470,Not Available,cruillabcn,True,1.0,True,,
884070451923832833,@moratbanda @cruillabcn suerte y regreso morat señores!!,09/07/2017 15:23,https://x.com/alicessslovesss/status/884070451923832833,es,alicessslovesss,Not Available,MoratBanda,False,486.088.216.304.779,True,,
1261468312166256641,"@cruillabcn ànims i endevant, el 08/07/21 faré 40!!! quina millor manera que fer-ho al cruïlla",16/05/2020 1:27,https://x.com/NocillaN/status/1261468312166256641,ca,nocillan,Not Available,cruillabcn,True,1.0,True,,
829657802494898177,"the prodigy are pleased to announce they will headline festival cruïlla in barcelona, july 8th 2017. tickets &amp; info",09/02/2017 11:46,https://x.com/the_prodigy/status/829657802494898177,en,the_prodigy,Not Available,Not Available,True,6.425.500.512.123.100,True,,
1882029856797671823,@savallsblog en gaudies molt del cruïlla?,22/01/2025 11:37,https://x.com/QuinManso/status/1882029856797671823,ca,quinmanso,Not Available,Savallsblog,False,377.097.487.449.646,True,,
1018985112044802048,@damianmarley @cruillabcn @radiantsun9 junior gong &lt;3,16/07/2018 22:25,https://x.com/Coconutz_groove/status/1018985112044802048,en,coconutz_groove,Not Available,damianmarley,True,5.927.802.324.295.040,True,,
1493929162234634241,cruïlla!!! 9 de juliol barcelona estamos felicísimas por ir a tremendo festival!! @cruillabcn,16/02/2022 12:44,https://x.com/tanxugueiras/status/1493929162234634241,ca,tanxugueiras,Not Available,Not Available,True,6.557.118.892.669.670,True,,
1287805948220907521,"@cruillabcn @_albxreche @natalialacunza no se pierdan el concierto de natalia lacunza como dicen en españa ""es una pasada"" ya quisiera yo disfrutar de semejante talento.",27/07/2020 17:43,https://x.com/Natilacunza/status/1287805948220907521,es,natilacunza,Not Available,cruillabcn,True,1.0,True,,
1602986049449635841,@cruillabcn @joanur_8 dani fernández,14/12/2022 11:17,https://x.com/Juaanncaa/status/1602986049449635841,es,juaanncaa,Not Available,cruillabcn,True,1.0,True,,
883765591580045316,@jamiroquaihq @cruillabcn @estrelladammcat bloody awesome! coming to see you from the uk in florence on tuesday!,08/07/2017 19:11,https://x.com/mrwalkergs/status/883765591580045316,en,mrwalkergs,Not Available,JamiroquaiHQ,False,3.538.523.912.429.800,True,,
1285767401309704192,"@cruillabcn @def_con_dos ¿hola? ¿se puede saber porque hasta hoy hay conciertos y los conciertos de def con dos, lendakaris muertos y celtas cortos aparecen cancelados?",22/07/2020 2:43,https://x.com/maxpower9515/status/1285767401309704192,es,maxpower9515,Not Available,cruillabcn,True,1.0,True,,
1398563354994696192,@criadoenterado @cruillabcn @lavanguardia yo creo que los de ps siempre han tenido/creído el monopolio festival/cultural...el rollo de los rockdeluxers...afortunadamente las nuevas generaciones van a su bola y disfrutan lo que les gusta,29/05/2021 8:54,https://x.com/botaenemigo/status/1398563354994696192,es,botaenemigo,Not Available,CriadoEnterado,False,434.565.931.558.609,True,,
1285168815295406083,@cruillabcn moltes gràcies! estén amb vosaltres.,20/07/2020 11:04,https://x.com/CuBCNYlondon/status/1285168815295406083,ca,cubcnylondon,Not Available,cruillabcn,True,1.0,True,,
1411907963938390018,continuen els festivals massius: el cruïlla reunirà 25.000 persones al dia a barcelona el cruïlla serà el tercer festival de música multitudinari a catalunya després del canet rock i el vida,05/07/2021 4:41,https://x.com/rac1/status/1411907963938390018,ca,rac1,Not Available,Not Available,True,6.814.097.166.061.400,True,,
1398554147792818176,"@criadoenterado @cruillabcn @lavanguardia es muy cómodo decir ""jijiji, mirad que beef"" un periodista especializado debería ser capaz de señalar que son cuestionamientos razonables. carmena estuvo a tope con mad cool y colau con sónar y ps porque no tienen modelo cultural alternativo a lo que había. postureo y poco más.",29/05/2021 8:17,https://x.com/Lenore1789/status/1398554147792818176,es,lenore1789,Not Available,CriadoEnterado,False,3.361.732.959.747.310,True,,
1398554318274445312,"@criadoenterado @cruillabcn @lavanguardia el director del cruilla, además de ser un flipado, huele a summercase por todos lados.",29/05/2021 8:18,https://x.com/juanrvg/status/1398554318274445312,es,juanrvg,Not Available,CriadoEnterado,False,4.517.757.892.608.640,True,,
1796859230630101184,.hauries d’informar-te millor: -soundit (2) de moment -telecogresca (1) -feria abril (10) -primavera sound (5) -share festival (3) -cruïlla (4) -brunch e (3) -fiesta colombia (1) -fiesta ecuador (1) -fiesta perú (1) -robe c (1) aguantaries concert 30 dies seguits? et cal +empatía,01/06/2024 10:59,https://x.com/Stopconcerts11/status/1796859230630101184,ca,stopconcerts11,Not Available,Not Available,False,4.830.239.415.168.760,True,,
1062433974289600512,"@cruillabcn @kylieminogue @bastilledan @garbage @natosywaor @ayaxyprok @gangofyouths @lildamiboi @amabledj @estrelladammcat muy bien. contando q 2 últimos años me hicieron regalito trayendo a los fabulosos cadillac y a seasick steve, este año unos stray cats o incubus tocando uno de los primeros discos...pero q todo bien...",13/11/2018 19:56,https://x.com/albiol77/status/1062433974289600512,es,albiol77,Not Available,cruillabcn,True,1.0,True,,
1412542225070841858,@cruillabcn cancelen el festival antes que sea demasiado tarde de nuevo!!!!! verguenza con este nuevo rebrote!!! sbemos que las medidas a la segunda cerveza no existiràn mas!!! @sanidadgob @guardiacivil @eu_commission @sanchezcastejon @saludpublicaes,06/07/2021 22:41,https://x.com/VioskySilvia/status/1412542225070841858,es,vioskysilvia,Not Available,cruillabcn,True,1.0,True,,
1413441866381496327,"""nosaltres la portem. hem vist que molta gent no ha complert amb el que es demana"". l’ús de la mascareta entre els assistents al cruïlla va ser difícil de controlar, a mesura que va avançar la primera nit del festival",09/07/2021 10:16,https://x.com/btvnoticies/status/1413441866381496327,ca,btvnoticies,Not Available,Not Available,True,5.604.002.475.738.520,True,,
1328663181108129793,@cruillabcn ai mira... ojalá!,17/11/2020 11:36,https://x.com/gerard_rafart/status/1328663181108129793,es,gerard_rafart,Not Available,cruillabcn,True,1.0,True,,
971380036220710913,"@cruillabcn a seasick steve, sin ninguna duda.",07/03/2018 13:40,https://x.com/luisvs7/status/971380036220710913,en,luisvs7,Not Available,cruillabcn,True,1.0,True,,
1284223058153177089,"@cruillabcn us fem costat, però si us plau, no doneu missatges contradictoris (xarxes vs. tn), transparència i que sàpiguem com estan les coses, gràcies",17/07/2020 20:26,https://x.com/nohaynadie17/status/1284223058153177089,ca,nohaynadie17,Not Available,cruillabcn,True,1.0,True,,
884065767775449088,"¡esta tarde nos vemos, barcelona! @cruillabcn",09/07/2017 15:04,https://x.com/MoratBanda/status/884065767775449088,es,moratbanda,Not Available,Not Available,True,5.391.994.714.736.930,True,,
1413533410610528258,"críticas a laura borràs por ir sin mascarilla a un festival de música en plena quinta ola la presidenta del parlament acudió anoche al cruïlla, un evento con más de 15.000 personas cerca del fórum en la capital catalana",09/07/2021 16:20,https://x.com/larazon_es/status/1413533410610528258,ca,larazon_es,Not Available,Not Available,True,5.406.031.608.581.540,True,,
1009455662248669185,@ronbrugal_es @cruillabcn cuando se anunciará el ganador? estamos el @srvillalba_ y una servidora así:,20/06/2018 15:19,https://x.com/MJoseCabrera/status/1009455662248669185,es,mjosecabrera,Not Available,RonBrugal_ES,True,5.833.579.301.834.100,True,,
1379478759187841025,@cruillabcn no ens veig @avecespiensoo,06/04/2021 16:59,https://x.com/ainagarciaaa_/status/1379478759187841025,is,ainagarciaaa_,Not Available,cruillabcn,True,1.0,True,,
1725178269161447454,@alexbystand @avrillavigne @cruillabcn yo ya las tengo!,16/11/2023 15:45,https://x.com/iAvrilSpain_/status/1725178269161447454,es,iavrilspain_,Not Available,AlexByStand,False,4.720.894.694.328.300,True,,
1902824037698461816,"@annnetahappy sí el fan en una cruïlla, no gaire.",20/03/2025 20:46,https://x.com/JosepMaCalaFont/status/1902824037698461816,ca,josepmacalafont,Not Available,annnetaHappy,False,3.853.655.755.519.860,True,,
1676168318850412546,@elsexperts @cruillabcn sidonie,04/07/2023 9:57,https://x.com/martonablanco/status/1676168318850412546,es,martonablanco,Not Available,elsexperts,True,7.276.083.827.018.730,True,,
1382304044102909952,@cruillabcn @estrelladammcat a partir de quin hora estaran?,14/04/2021 12:05,https://x.com/festivaleswiki/status/1382304044102909952,es,festivaleswiki,Not Available,cruillabcn,True,1.0,True,,
1493959882533388292,"@tanxugueiras @cruillabcn hai uns meses dicíades que vos gustaría moitísimo levar a vosa música a festivais onde nunca houbera música tradicional. hoxe estades cumprindo ese obxectivo e enorgullecendo a toda galicia, moitísimas gracias!!!!!!",16/02/2022 14:46,https://x.com/tanxufalante/status/1493959882533388292,pt,tanxufalante,Not Available,tanxugueiras,False,4.816.907.048.225.400,True,,
884067549448687617,@moratbanda @cruillabcn a darlo todo hoy!! como siempre!,09/07/2017 15:11,https://x.com/Debo_Littrell/status/884067549448687617,es,debo_littrell,Not Available,MoratBanda,False,4.825.492.799.282.070,True,,
1545947445556830208,@cruillabcn @juanluisguerra @estrelladammcat una meravella escoltar-lo i veure'l en directe. no ho oblidarem!,10/07/2022 1:46,https://x.com/SONIA_LC3/status/1545947445556830208,ca,sonia_lc3,Not Available,cruillabcn,True,1.0,True,,
1887862714082426903,"@st_vincent @cruillabcn i've already got the tickets, see you again this year!",07/02/2025 13:55,https://x.com/tungstemusic/status/1887862714082426903,en,tungstemusic,Not Available,st_vincent,True,5.092.382.431.030.270,True,,
883703438730723335,@jamiroquaihq @cruillabcn @estrelladammcat glad youre feeling better jay,08/07/2017 15:04,https://x.com/Fixsweeny/status/883703438730723335,en,fixsweeny,Not Available,JamiroquaiHQ,False,3.133.224.248.886.100,True,,
