id,url,fullText,retweetCount,replyCount,likeCount,quoteCount,viewCount,createdAt,lang,isReply,conversationId,isRetweet,author_userName,author_followers,author_following,author_location
1812287832754618837,https://x.com/MBComunidad/status/1812287832754618837,"maría becerra y trueno presentando juntos por primera vez en vivo ""cuando te vi | crossover "" hace unos días en el cruilla festival.",34,1,342,1,6709.0,14/07/2024 00:47,es,False,1812287832754618837,False,mbcomunidad,20177,234,¡Nos sigue!
1812207777370046721,https://x.com/Revers__en/status/1812207777370046721,"reviu al cruïlla en format mp3 ""la canadenca omple el festival de nostàlgia transportant milers de persones a l'adolescència dels 2000"" una crònica de que pots seguir llegint a elnacionalcat",2,0,4,0,2315.0,13/07/2024 19:29,ca,False,1812207777370046721,False,revers__en,9943,5000,
1807880119349895476,https://x.com/MBComunidad/status/1807880119349895476,"maria becerra y trueno cantarían juntos por primera vez ""cuando te vi"" el próximo 10 de julio en el cruilla festival de barcelona.",36,4,276,4,7178.0,01/07/2024 20:53,es,False,1807880119349895476,False,mbcomunidad,20177,234,¡Nos sigue!
1807870109207163229,https://x.com/periodicodeuna/status/1807870109207163229,"el comediante ricardo andrade malo se convertirá en el primer ecuatoriano participante en el festival 'off cruilla comedy'. el evento se efectuará el 10 y 11 de julio en barcelona, españa. sus chistes, cargados de lógica y coincidencias innegables, abordan temas actuales que",1,0,1,0,226.0,01/07/2024 20:13,es,False,1807870109207163229,False,periodicodeuna,11429,570,"Guayaquil, Ecuador"
1804107344927760895,https://x.com/joventutcat/status/1804107344927760895,activitat | festival cruïlla del 10 al 13 de juliol diferents horaris sant adrià de besòs (barcelona),0,0,2,0,139.0,21/06/2024 11:01,ca,False,1804107344927760895,False,joventutcat,17238,900,Catalunya
1812190860261425559,https://x.com/agenciaacn/status/1812190860261425559,"el festival cruïlla tanca l'edició més exitosa amb 77.000 assistents i reivindica un públic local i divers. ginestà, al·lèrgiques al pol·len, the tyets i marala obren les actuacions de dissabte",1,0,1,0,1004.0,13/07/2024 18:22,ca,False,1812190860261425559,False,agenciaacn,71210,1157,Catalunya
1812171807627079751,https://x.com/AURORADailyBR/status/1812171807627079751,"o sexto show da turnê “what happened to the earth?” acontece hoje no cruïlla festival, na espanha. aurora irá se apresentar no palco vueling às 19:45 (horário de brasília) e seu set está programado para ter 1 hora e 15 minutos de duração.",2,0,39,0,857.0,13/07/2024 17:06,pt,False,1812171807627079751,False,auroradailybr,1029,127,📧 auroradailybr@gmail.com
1812144835119235334,https://x.com/JofreFont/status/1812144835119235334,"les vibracions ""madchester"" són ben escaients en un gran festival d'estiu, de mostra els kasabian aquesta nit al .",0,0,9,0,1138.0,13/07/2024 15:19,ca,False,1812144835119235334,False,jofrefont,3893,1187,Barcelona
1812118146108494055,https://x.com/hhyped22/status/1812118146108494055,cogimos entradas a última hora. era necesario disfrutar de la música de en el festival cruïlla,0,0,1,0,251.0,13/07/2024 13:33,ca,False,1812118146108494055,False,hhyped22,18,194,G42
1812058193704444294,https://x.com/CSoc92/status/1812058193704444294,"the kooks presentan un nuevo tema en el festival cruilla, un show excelente! new track sunny baby.",0,0,1,0,224.0,13/07/2024 09:35,es,False,1812058193704444294,False,csoc92,168,253,Barcelona 
1800228054100537704,https://x.com/jazzsharing/status/1800228054100537704,→ [] 14th cruïlla festival 2024 july10 | 13 [] → → → ➣ → ➣ +34 937 07 33 43,0,0,2,0,193.0,10/06/2024 18:06,ca,False,1800228054100537704,False,jazzsharing,9683,0,jazzsharing@gmail.com
1799765892164977126,https://x.com/Kmilla1313/status/1799765892164977126,"yo haciendo mi maleta para irme a barcelona, españa a ver a olga tañon en el festival de la cruilla",0,0,2,0,311.0,09/06/2024 11:30,es,True,1799671894372946076,False,kmilla1313,1235,1845,"England, United Kingdom"
1796503389922095202,https://x.com/idisalud/status/1796503389922095202,. es el nombre que recibirá unos de los escenarios del festival cruïlla () que tendrá lugar del 10 al 13 de julio en la ciudad de barcelona. acompaña a y consigue tu entrada en:,0,0,1,0,162.0,31/05/2024 11:26,es,False,1796503389922095202,False,idisalud,12978,8213,"Calle Magallanes, 34. Madrid."
1795846364611412060,https://x.com/crismunozp/status/1795846364611412060,"barcelona, july 13th pet shop boys, smashing pumpkins, !!!, johnny marr, calexico and many more at cruilla festival selling two tickets with a discount - dm me",0,1,4,0,686.0,29/05/2024 15:55,en,False,1795846364611412060,False,crismunozp,1891,1181,"Barcelona, España"
1793780090339516839,https://x.com/misxntropia/status/1793780090339516839,una pregunta si alguien va a barcelona al festival cruïlla en julio y vaya a ver a avril lavigne que me avise y si saben de algún grupo de whatsapp decidme que me da cosilla ir sola lmao,1,2,3,0,299.0,23/05/2024 23:04,es,False,1793780090339516839,False,misxntropia,594,474,lanzarote 
1811896928822522310,https://x.com/_abendlied/status/1811896928822522310,"si alguien ha estado en el festival cruïlla y por casualidades de la vida ha grabado ese momento, es que lo necesito, me muero",0,0,1,0,357.0,12/07/2024 22:54,es,True,1811886234299695534,False,_abendlied,368,383,Barcelona
1811868005888061880,https://x.com/_Isaac_Campos/status/1811868005888061880,"pieza con declaraciones en 2: ""amaral llega al festival cruïlla para romper muros de hielo. su nueva canción es un canto a la libertad, un grito a ser como somos y a vivir sin...""",1,1,2,0,213.0,12/07/2024 20:59,es,False,1811868005888061880,False,_isaac_campos,879,1682,Aranjuez
1811835201871392884,https://x.com/te_kah_/status/1811835201871392884,vi a david dos veces en valencia por última vez. qué bien volverte a verte en el cruïlla festival por última vez también.,0,1,1,0,206.0,12/07/2024 18:49,es,False,1811835201871392884,False,te_kah_,330,168,At home
1811823053459914768,https://x.com/PlanetaAmaral/status/1811823053459914768,reportaje sobre la actuación de amaral en el festival cruïlla con comentario sobre el nuevo álbum,1,1,13,2,9131.0,12/07/2024 18:00,es,False,1811823053459914768,False,planetaamaral,951,400,Una pequeña parte del mundo
1811809923480625348,https://x.com/ndavant/status/1811809923480625348,"sumamos así otro eslabón a los que venimos engarzando este año: springsteen, rammstein, primavera sound, festival cruïlla, festival brunch, fira d'abril de catalunya...",1,0,4,0,231.0,12/07/2024 17:08,es,True,1811808534692270133,False,ndavant,1701,1756,"Barcelona, Catalunya"
1811807536573784318,https://x.com/JordiVilarroda/status/1811807536573784318,"cruïlla? cap roig? no, home, no! el festival d’aquest cap de setmana més bonic, el lloc on s’està més bé és el",2,1,14,0,596.0,12/07/2024 16:59,ca,False,1811807536573784318,False,jordivilarroda,5797,5551,Sant Joan de les Abadesses-Vic
