id,Post Text,Post Date,Post URL,Post Language,Author Username,Author Location,Reply To User
1811916168917057870,"hey, hey you, you quant portaves esperant a veure @avrillavigne? el somni de molts s'ha fet realitat al cruïlla 2024, serà difícil oblidar aquesta nit",Sat Jul 13 00:10:53 +0000 2024,https://x.com/cruillabcn/status/1811916168917057870,ca,cruillabcn,Not Available,Not Available
1811983553023906206,@cruillabcn @avrillavigne va ser una passada!,Sat Jul 13 04:38:38 +0000 2024,https://x.com/iAvrilSpain_/status/1811983553023906206,ca,iAvrilSpain_,Not Available,cruillabcn
1812076066850128062,"@cruillabcn @avrillavigne 2 dies el dimecres la vaig anar a veure a nîmes. després ahir a la nit, a la meva ciutat, bcn i avui a madrid la primera vegada va ser al palau sant jordi, el 27/05/2005. després el 17/09/2011 la vaig veure a paris i l'any passat la vaig veure un altre cop a paris.",Sat Jul 13 10:46:15 +0000 2024,https://x.com/Sk8erBoi86Bcn/status/1812076066850128062,ca,Sk8erBoi86Bcn,Not Available,cruillabcn
1812091136619479161,"@cruillabcn @avrillavigne una pasada, me quité la espinita clavada en 2020",Sat Jul 13 11:46:08 +0000 2024,https://x.com/SaulYedrero/status/1812091136619479161,es,SaulYedrero,Not Available,cruillabcn
1812165422143131791,"@cruillabcn @avrillavigne sempre podré dir, hi vaig ser",Sat Jul 13 16:41:19 +0000 2024,https://x.com/whywhowhen_9/status/1812165422143131791,es,whywhowhen_9,Not Available,cruillabcn
1812279754235535510,"@cruillabcn @avrillavigne sí, serà difícil oblidar un del pitjors concerts del cruïlla, anys esperant per veura-la i ni te veu ( esperable ) ni es va moure gens, ni un trist saltet, i encare no te els 40... no va acabar que ja estava la meitat del públic esperant amaral.",Sun Jul 14 00:15:38 +0000 2024,https://x.com/GulthorFFBE/status/1812279754235535510,ca,GulthorFFBE,Not Available,cruillabcn
1811399559114805565,bueno ya me voy a soundcheck 6h15 en el escenario johnnie walker del cruilla festival de maracay pal mundo besos,Thu Jul 11 13:58:03 +0000 2024,https://x.com/yadamandres/status/1811399559114805565,es,yadamandres,Not Available,Not Available
1811441900135633175,@yadamandres,Thu Jul 11 16:46:18 +0000 2024,https://x.com/asleyyyyyy26/status/1811441900135633175,qme,asleyyyyyy26,Not Available,yadamandres
1811457181373354033,@yadamandres oh wooooow,Thu Jul 11 17:47:01 +0000 2024,https://x.com/ilich_segura/status/1811457181373354033,en,ilich_segura,Not Available,yadamandres
1803090041012715587,el festival cruïlla 2024 aposta per la sostenibilitat i cobrarà per plats i envasos retornables,Tue Jun 18 15:39:00 +0000 2024,https://x.com/btvnoticies/status/1803090041012715587,ca,btvnoticies,Not Available,Not Available
1803091719610618285,"@btvnoticies el més sostenible seria portar-te de casa el menjar i la beguda, però és clar, amb això no et poden estafar. au, a la via.",Tue Jun 18 15:45:40 +0000 2024,https://x.com/Trastormina/status/1803091719610618285,ca,Trastormina,Not Available,btvnoticies
1803092729255149732,"@btvnoticies uiiii síii súper sostenible, com blanquegeu el que us interessa",Tue Jun 18 15:49:41 +0000 2024,https://x.com/Lluerna1/status/1803092729255149732,es,Lluerna1,Not Available,btvnoticies
1803110096483844562,"@btvnoticies a tocar els collons als veïns, amb la música a tota hòstia i la gent borratxa i drogada sortint pels carrers, però la fòrmula1 patates.",Tue Jun 18 16:58:41 +0000 2024,https://x.com/Cat_apum/status/1803110096483844562,ca,Cat_apum,Not Available,btvnoticies
1802745429827715498,"el pròxim 26 d'octubre no et perdis @official_artms un dels grups de k-pop del moment, a @razzmatazzclubs dins d'una nova edició del cruïlla tardor! aconsegueix la teva entrada a partir d’aquest dijous 20 de juny!",Mon Jun 17 16:49:38 +0000 2024,https://x.com/cruillabcn/status/1802745429827715498,ca,cruillabcn,Not Available,Not Available
1802772211364766127,@cruillabcn cuando anunciáis los precios?,Mon Jun 17 18:36:03 +0000 2024,https://x.com/nanamanjiro/status/1802772211364766127,es,nanamanjiro,Not Available,cruillabcn
1802749540354666523,@cruillabcn @official_artms @razzmatazzclubs a partir de que hora abre la venta de tickets?,Mon Jun 17 17:05:58 +0000 2024,https://x.com/aly_snsd/status/1802749540354666523,es,aly_snsd,Not Available,cruillabcn
1802772212027383899,@cruillabcn @official_artms @razzmatazzclubs las entradas se pueden comprar con el bono cultural?,Mon Jun 17 18:36:03 +0000 2024,https://x.com/tastefullyves/status/1802772212027383899,es,tastefullyves,Not Available,cruillabcn
1803160385962532926,@cruillabcn @official_artms @razzmatazzclubs teniu preus?,Tue Jun 18 20:18:31 +0000 2024,https://x.com/PayLark4/status/1803160385962532926,und,PayLark4,Not Available,cruillabcn
1803364376344162483,@cruillabcn @official_artms @razzmatazzclubs podeu anunciar els preus?,Wed Jun 19 09:49:06 +0000 2024,https://x.com/haseulwon/status/1803364376344162483,pt,haseulwon,Not Available,cruillabcn
1803534512854356180,@cruillabcn @official_artms @razzmatazzclubs creuem els dits! necessito aquestes entrades,Wed Jun 19 21:05:10 +0000 2024,https://x.com/elmochidequeso/status/1803534512854356180,ca,elmochidequeso,Not Available,cruillabcn
1803709575314518178,@cruillabcn @official_artms @razzmatazzclubs porque hay tres zonas en la venta de entradas?,Thu Jun 20 08:40:48 +0000 2024,https://x.com/kris_A7X/status/1803709575314518178,es,kris_A7X,Not Available,cruillabcn
1795759877500850532,aquests són els horaris i escenaris dels quatre dies del festival cruïlla 2024! escenari @estrelladammcat escenari @occidentseguros escenari @vueling escenari @vallformosa escenari @johnniewalker ja tens la teva entrada o abonament?,Wed May 29 10:11:33 +0000 2024,https://x.com/cruillabcn/status/1795759877500850532,ca,cruillabcn,Not Available,Not Available
1811518683602190394,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es us han reportat que hi ha un error i que no es pot carregar el compte des del web?,Thu Jul 11 21:51:25 +0000 2024,https://x.com/aarrreeettt/status/1811518683602190394,ca,aarrreeettt,Not Available,cruillabcn
1795761931531280667,@cruillabcn mil gràcies!!! podré disfrutar del concert de l'@avrillavigne i després veure a @amaraloficial,Wed May 29 10:19:42 +0000 2024,https://x.com/badbear86bcn/status/1795761931531280667,ca,badbear86bcn,Not Available,cruillabcn
1795794920856248383,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es smashing i aurora alhora m'ha fet molt de mal!,Wed May 29 12:30:48 +0000 2024,https://x.com/cespuny/status/1795794920856248383,ca,cespuny,Not Available,cruillabcn
1805509259158855994,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es como me ponen a trueno y a funzo &amp; baby loud en el mismo horario?,Tue Jun 25 07:52:06 +0000 2024,https://x.com/chavezrodas/status/1805509259158855994,es,chavezrodas,Not Available,cruillabcn
1795821770836230308,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es plazuela i ladilla solapats!!,Wed May 29 14:17:29 +0000 2024,https://x.com/roberthospi/status/1795821770836230308,und,roberthospi,Not Available,cruillabcn
1811409035226141082,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es venc entrada per divendres i dissabte a preu de compra!,Thu Jul 11 14:35:43 +0000 2024,https://x.com/HimawariGotzens/status/1811409035226141082,ca,HimawariGotzens,Not Available,cruillabcn
1795831530444747224,@cruillabcn @estrelladammcat @occidentseguros @vueling @vallformosa @johnniewalker @seetickets_es aurora and smashing pumpkins ffs why would you do this to us,Wed May 29 14:56:16 +0000 2024,https://x.com/SandroV00/status/1795831530444747224,en,SandroV00,Not Available,cruillabcn
1673956989100081153,"@renfe tren oficial del festival cruïlla del 5 al 8 de juliol, al parc del fòrum les estacions de rodalies de sant adrià del besòs i el clot són les més properes al recinte més informació a:",Wed Jun 28 07:30:21 +0000 2023,https://x.com/rodalies/status/1673956989100081153,ca,rodalies,Not Available,Not Available
1673982496088662016,"@rodalies @renfe potser arribeu al cruïlla de 2035, potser...",Wed Jun 28 09:11:42 +0000 2023,https://x.com/UsuariesFartes/status/1673982496088662016,ca,UsuariesFartes,Not Available,rodalies
1673964559906775041,"@rodalies @renfe amb totes arribaràs tard, cada dia aturades a rodalies",Wed Jun 28 08:00:26 +0000 2023,https://x.com/xavipez68/status/1673964559906775041,ca,xavipez68,Not Available,rodalies
1674093895464910857,@rodalies @renfe a la de sant adrià hi ha bus substitutori per el tall del tramvia?,Wed Jun 28 16:34:22 +0000 2023,https://x.com/AmicsFerSEDLR/status/1674093895464910857,ca,AmicsFerSEDLR,Not Available,rodalies
1673994038217678848,@rodalies @renfe millor recomeneu que vagin amb metro. si van amb rodalies ni arribaran pel festival de l'any que ve.,Wed Jun 28 09:57:34 +0000 2023,https://x.com/Petra_cuisine/status/1673994038217678848,ca,Petra_cuisine,Not Available,rodalies
1923988109164696042,"r2 sud, r14, r15, r16 i r17 els trens circulen amb demores que poden superar els 15 minuts. incidència a la infraestructura a l'estació de st. vicenç de calders. tècnics d'adif estan treballant en la seva reparació.",Sun May 18 06:24:45 +0000 2025,https://x.com/rodalies/status/1923988109164696042,ca,rodalies,Not Available,Not Available
1674328387119194119,"més música, més arts, més comedy. més cruïlla que mai. aconsegueix la teva entrada o abonament al preu actual i prepara’t per viure els millors quatre dies de l’estiu amb els teus grups, còmics i artistes preferits del 5 al 8 de juliol!",Thu Jun 29 08:06:09 +0000 2023,https://x.com/cruillabcn/status/1674328387119194119,ca,cruillabcn,Not Available,Not Available
1677025735024812033,"@cruillabcn @estrelladammcat @seetickets @vallformosa @elestafador @dissenyhub_bcn @ametllerorigen @oxfamintermon @leiva_oficial @antonia_font @vivasuecia que es aquesta merda de la polsera cash less? ens demaneu dni num tarjeta credit fins al putu dia de naixament per fer una cosa q es pot fer amb targeta. ens feu perdre el temps i les ganes, lamentable",Thu Jul 06 18:44:27 +0000 2023,https://x.com/LuciaTipito/status/1677025735024812033,ca,LuciaTipito,Not Available,cruillabcn
1676601353341132805,@cruillabcn @estrelladammcat @seetickets @vallformosa @elestafador @dissenyhub_bcn @ametllerorigen @oxfamintermon @leiva_oficial @antonia_font @vivasuecia cuando vais a abrir las puertas?,Wed Jul 05 14:38:07 +0000 2023,https://x.com/Ster1333/status/1676601353341132805,es,Ster1333,Not Available,cruillabcn
1661040320811880449,"ficció, podcasts, stand-up i tot el que hi ha entremig: descobreix els projectes que ens proposen els humoristes del cruïlla comedy 2023 quan baixen de l’escenari! ja tens la teva entrada o abonament per venir a riure amb ells el 7 i 8 de juliol?",Tue May 23 16:04:07 +0000 2023,https://x.com/cruillabcn/status/1661040320811880449,ca,cruillabcn,Not Available,Not Available
1661040324834107393,"faucesyvericuetos (@abiraquelirene) amb @zlonk, @eldodoazul i irene minovas: abans conegut com “el podcast de abi, irene y raquel”, és el teu contingut ideal si et ve de gust un producte marronero però ple de bon rotllo entre amigues.",Tue May 23 16:04:08 +0000 2023,https://x.com/cruillabcn/status/1661040324834107393,ca,cruillabcn,Not Available,cruillabcn
1661040327883464705,"feministic amb @anapolo___: aquest programa sobre feminismes que pots recuperar a @fibracat és la prova que pots deconstruir-te, aprendre coses noves, cagar-te en les injustícies i riure al mateix temps.",Tue May 23 16:04:09 +0000 2023,https://x.com/cruillabcn/status/1661040327883464705,ca,cruillabcn,Not Available,cruillabcn
1661040330806894592,"el guay, el raro y el guapo (@guayraroguapo) amb @adriromeo, @juegodelitronos i @alexis_deiz: encara no sabem qui és qui o si el títol fa referència als seus tres protagonistes alhora, però sí que és el podcast si busques desconnectar una estona.",Tue May 23 16:04:10 +0000 2023,https://x.com/cruillabcn/status/1661040330806894592,ca,cruillabcn,Not Available,cruillabcn
1661040333625470976,"drama amb @charliiepee i @ignatiusfarray: si estàs buscant una sèrie fresca alhora que emocionant i divertida, és aquesta. guionitzada per la primera i amb l'aparició estel·lar del segon, pots recuperar-la a rtve play.",Tue May 23 16:04:10 +0000 2023,https://x.com/cruillabcn/status/1661040333625470976,ca,cruillabcn,Not Available,cruillabcn
1661040337131823106,"hamor negro (@hamornoir) amb @ana_i_logica i @juankiferrer: no cal ser un geni per intuir el tipus d’humor que podràs trobar-hi, però sí per saber de què parlen els programes només pel títol. no et perdis el capítol que van dedicar al cruïlla!",Tue May 23 16:04:11 +0000 2023,https://x.com/cruillabcn/status/1661040337131823106,ca,cruillabcn,Not Available,cruillabcn
1661043561402449930,@cruillabcn @ignatiusfarray @zlonk @eldodoazul @abiraquelirene @anapolo___ @adriromeo @juegodelitronos @alexis_deiz @charliiepee @ana_i_logica molt guapo....quin aforament màxim té? l'any passat es va omplir del tot molt d'hora diria,Tue May 23 16:17:00 +0000 2023,https://x.com/THANATO19249470/status/1661043561402449930,ca,THANATO19249470,Not Available,cruillabcn
1661273534499364866,@cruillabcn @ana_i_logica @ignatiusfarray @zlonk @eldodoazul @abiraquelirene @anapolo___ @adriromeo @juegodelitronos @alexis_deiz @charliiepee watch racist pedo supporters live! &lt;3333 did your sister successfully off herself by now? @juankiferrer,Wed May 24 07:30:50 +0000 2023,https://x.com/juankihog/status/1661273534499364866,en,juankihog,Not Available,cruillabcn
1660612485303476226,"atenció: canvis als horaris dels concerts de @ciudadjara, @calavento, @carolinadurante i @amaiaromero a l’escenari @vueling! a més, l’escenari cruïlla enamora passa a dir-se @oxfamintermon, els nostres nous companys de viatge!",Mon May 22 11:44:03 +0000 2023,https://x.com/cruillabcn/status/1660612485303476226,ca,cruillabcn,Not Available,Not Available
1660747288224976904,@cruillabcn @ciudadjara @calavento @carolinadurante @amaiaromero @vueling @oxfamintermon @estrelladammcat @vallformosa @offspring @placeboworld @sigurros @alt_j @franz_ferdinand porfa no hagais coincidir rusowsky con sen senra,Mon May 22 20:39:43 +0000 2023,https://x.com/errratika/status/1660747288224976904,es,errratika,Not Available,cruillabcn
1667955961590317056,"@cruillabcn @ciudadjara @calavento @carolinadurante @amaiaromero @vueling @oxfamintermon @estrelladammcat @vallformosa @offspring @placeboworld @sigurros @alt_j @franz_ferdinand posar a @delaossapicasso a les 17.15h un dimecres és un crim. canvieu ho, que el seu show es",Sun Jun 11 18:04:25 +0000 2023,https://x.com/sergicastells/status/1667955961590317056,ca,sergicastells,Not Available,cruillabcn
1661149021141102594,@cruillabcn @ciudadjara @calavento @carolinadurante @amaiaromero @vueling @oxfamintermon @estrelladammcat @vallformosa @offspring @placeboworld @sigurros @alt_j @franz_ferdinand a quien se le ha ocurrido poner a la vez a rusowsky y sen senra,Tue May 23 23:16:03 +0000 2023,https://x.com/ritalpz01/status/1661149021141102594,es,ritalpz01,Not Available,cruillabcn
1660696850414878732,@cruillabcn @ciudadjara @calavento @carolinadurante @amaiaromero @vueling @oxfamintermon @estrelladammcat @vallformosa @offspring @placeboworld @sigurros @alt_j @franz_ferdinand os habéis coronado poniendo misma. hora carolina durante y franz ferdinand,Mon May 22 17:19:18 +0000 2023,https://x.com/ManuelPolo9303/status/1660696850414878732,es,ManuelPolo9303,Not Available,cruillabcn
1656685871800676360,"ja tenim aquí els horaris i escenaris del festival cruïlla 2023 de dijous, divendres i dissabte! escenari @estrelladammcat escenari cruïlla enamora escenari @vueling escenari @vallformosa escenari @johnniewalker_",Thu May 11 15:41:06 +0000 2023,https://x.com/cruillabcn/status/1656685871800676360,ca,cruillabcn,Not Available,Not Available
1656705797823381507,@cruillabcn @estrelladammcat @vueling @vallformosa @johnniewalker_ @placeboworld @offspring @sigurros @alt_j @franz_ferdinand @leiva_oficial @antonia_font @rubenblades viva suecia y cala vento franz ferdinand y carolina durante pero sigur ros y alt j bien despejados no sé yo lo bien pensado que están estos horarios.,Thu May 11 17:00:16 +0000 2023,https://x.com/_imper/status/1656705797823381507,es,_imper,Not Available,cruillabcn
1656719773290332183,@cruillabcn @estrelladammcat @vueling @vallformosa @johnniewalker_ @placeboworld @offspring @sigurros @alt_j @franz_ferdinand @leiva_oficial @antonia_font @rubenblades viva suecia y cala vento me habéis literalmente rajado en canal,Thu May 11 17:55:48 +0000 2023,https://x.com/eldodoazul/status/1656719773290332183,es,eldodoazul,Not Available,cruillabcn
1656768852502380545,"@cruillabcn @estrelladammcat @vueling @vallformosa @johnniewalker_ @placeboworld @offspring @sigurros @alt_j @franz_ferdinand @leiva_oficial @antonia_font @rubenblades aneu a cagar. viva suecia - cala vento, franz ferdinand - carolina durante solapats",Thu May 11 21:10:50 +0000 2023,https://x.com/del4rco/status/1656768852502380545,es,del4rco,Not Available,cruillabcn
1656766163899039744,@cruillabcn @estrelladammcat @vueling @vallformosa @johnniewalker_ @placeboworld @offspring @sigurros @alt_j @franz_ferdinand @leiva_oficial @antonia_font @rubenblades lo de que el becario haga los horarios…,Thu May 11 21:00:09 +0000 2023,https://x.com/hortanoesbcn/status/1656766163899039744,es,hortanoesbcn,Not Available,cruillabcn
1538839302364450818,"! @renfe és ‘transport oficial’ dels festivals més prestigiosos de catalunya com: festival jardins pedralbes, grec, arts d’estiu, festival cruïlla barcelona, festival castell de peralada, cerdanya music festival, petit paradís i som de mar. :",Mon Jun 20 11:00:54 +0000 2022,https://x.com/rodalies/status/1538839302364450818,ca,rodalies,Not Available,Not Available
1538844059422363649,@rodalies @renfe sou transport oficial de tot menys del dia a dia.,Mon Jun 20 11:19:48 +0000 2022,https://x.com/Pepet98099784/status/1538844059422363649,ca,Pepet98099784,Not Available,rodalies
1538855838810513409,@rodalies @renfe hi podràs anar...però et quedaràs allà. ja no hi ha servei quan acaben els espectacles. el pitjor patrocini possible...,Mon Jun 20 12:06:37 +0000 2022,https://x.com/EsteveCanPixa/status/1538855838810513409,ca,EsteveCanPixa,Not Available,rodalies
1539121941675749376,@rodalies @renfe,Tue Jun 21 05:44:01 +0000 2022,https://x.com/oceabaricco/status/1539121941675749376,qme,oceabaricco,Not Available,rodalies
1538846689141968897,@rodalies @renfe llegarán tarde seguro,Mon Jun 20 11:30:15 +0000 2022,https://x.com/J_J_Nistal/status/1538846689141968897,es,J_J_Nistal,Not Available,rodalies
1538849840339329025,"@rodalies @renfe doncs ja és de menester que el seu artista preferit no actuï dels primers, perquè hi arribarà tard.",Mon Jun 20 11:42:47 +0000 2022,https://x.com/JaumePataume/status/1538849840339329025,ca,JaumePataume,Not Available,rodalies
1538847954177499136,@rodalies @renfe suposo que haurieu davisar-los de que arribaran tard.,Mon Jun 20 11:35:17 +0000 2022,https://x.com/poltodaa/status/1538847954177499136,ca,poltodaa,Not Available,rodalies
1538872718942212096,"@rodalies @renfe jo no arriscaria un entrada, fijo que arribes tard o pitjor, no arribes i a sobre perds els cèntims, millor cotxe o qualsevol altre transport públic pero renfe ni morta…",Mon Jun 20 13:13:41 +0000 2022,https://x.com/Rachaelnexus6/status/1538872718942212096,ca,Rachaelnexus6,Not Available,rodalies
1538938135224020993,"@rodalies @renfe no només tens un 80% de possibilitats d’arribar més tard del que estableix l’horari, sinó que tens un 100% de possibilitats de no tornar un cop han acabat els concerts.",Mon Jun 20 17:33:38 +0000 2022,https://x.com/VicencBigas/status/1538938135224020993,ca,VicencBigas,Not Available,rodalies
