tweet,Assigned_Topic_ID,Assignment_Confidence,Assigned_Topic_Name
Muy mal organizado todo genialll,-1,0.016455410411109584,Unknown
Rigoberta Bandini hizo vibrar al público,0,1.0,convenciooo
bad gyal lo dieron todo cuando fue brutal,0,0.12795382267045563,convenciooo
Muy mal organizado todo,-1,0.016545761434207475,Unknown
ambiente cargado y mal rollo,3,0.24112932861973965,alto
Rosalía lo dieron todo porque fue brutal,0,0.8758437272987845,convenciooo
Todo muy bien organizado,-1,0.02244022732301667,Unknown
El sonido fue perfecto,4,1.0,sonido
Ambiente cargado y mal rollo porque fue brutal,0,1.0,convenciooo
Muy buen ambiente mientras fue brutal,0,1.0,convenciooo
demasiada gente agobiante,1,0.3083633124225317,comida
Ambiente cargado y mal rollo,3,0.24272214819000645,alto
Ambiente cargado y mal rollo,3,0.24294106853392652,alto
Sonido distorsionado y muy alto,3,1.0,alto
Todo muy bien organizado,-1,0.02242428622971657,Unknown
Demasiada gente agobiante,1,0.31179994244157433,comida
Me encantó la comida del festival,4,0.4797348473897406,sonido
todo muy bien organizado,-1,0.022399929728258643,Unknown
Esperamos muchísimo para entrar,-1,0.2894824743769516,Unknown
Ambiente cargado y mal rollo porque fue brutal,0,1.0,convenciooo
The Tyets estuvo genial,0,0.4343236764899389,convenciooo
No había casi colas,2,1.0,colas
Ambiente regular como siempre,0,0.02628093298215299,convenciooo
audio brutal bno,0,0.04404002453638915,convenciooo
Sonido distorsionado y muy alto,3,1.0,alto
la comida estuvo increíble,1,1.0,comida
Me encantó la comida del festival,4,0.4811550320747734,sonido
Muy mal organizado todo,-1,0.01653453576763051,Unknown
Colas interminables un desastre,-1,0.024396687193860164,Unknown
Todo muy bien organizado,-1,0.0224180132111192,Unknown
Lola Índigo decepcionante,0,0.9040648923253525,convenciooo
rigoberta bandini decepcionante,0,0.4791231683493583,convenciooo
esperamos muchísimo para entrar,-1,0.2502479634281964,Unknown
Esperamos muchísimo para entrar,-1,0.2895754359581136,Unknown
colas interminables un desastre,0,0.49714713653229925,convenciooo
Carísima y mala la comida,3,1.0,alto
Organización como cualquier festival,2,0.2301764634644201,colas
Desastre en la organización,2,0.035040715947377385,colas
Bad Gyal decepcionante,0,0.12556913873082576,convenciooo
Ambiente cargado y mal rollo mientras fue brutal,0,1.0,convenciooo
Carísima y mala la comida,3,1.0,alto
No había casi colas mientras fue brutal,2,1.0,colas
La comida estuvo increíble,1,1.0,comida
Quevedo hizo vibrar al público,0,0.6181299828093931,convenciooo
Tiempos de espera razonables,1,1.0,comida
Colas interminables un desastre,-1,0.024378786978127027,Unknown
Desastre en la organización,2,0.03501365809462495,colas
Organización como cualquier festival,2,0.23002167283422317,colas
Muy mal organizado todo,-1,0.016550278704214834,Unknown
Quevedo estuvo genial flipanteee,0,0.03896127096522523,convenciooo
desastre en la organización super biennn ya que fue brutal,2,0.033909241045101325,colas
Buhos lo dieron todo,0,0.13220869600992144,convenciooo
lola índigo lo dieron todo,0,0.12629010391387044,convenciooo
Stay Homas hizo vibrar al público porque fue brutal,0,0.05435738040509632,convenciooo
Carísima y mala la comida,3,1.0,alto
tiempos de espera razonables lo dio todooo,1,1.0,comida
Tiempos de espera razonables,1,1.0,comida
ambiente regular como siempre,0,0.026471137972050068,convenciooo
Muy mal organizado todo,-1,0.016546351940429558,Unknown
Me encantó la comida del festival,4,0.4793764791682062,sonido
The Tyets decepcionante,0,0.4676124746325595,convenciooo
Stay Homas estuvo genial,0,0.054880582406066226,convenciooo
tiempos de espera razonables,1,1.0,comida
Sonido distorsionado y muy alto,3,1.0,alto
Muy mal organizado todo porque fue brutal,-1,0.01627918858296728,Unknown
Aitana hizo vibrar al público mientras fue brutal,0,1.0,convenciooo
Demasiada gente agobiante,1,0.31391750678208324,comida
El sonido fue perfecto,4,1.0,sonido
Lildami hizo vibrar al público k,0,0.5323685293114386,convenciooo
Todo muy bien organizado,-1,0.0224586209706294,Unknown
Lola Índigo hizo vibrar al público,0,0.8772542113066245,convenciooo
no había casi colas,2,1.0,colas
Demasiada gente agobiante,1,0.31135017021182565,comida
Comida normal nada especial,-1,0.2784793548652984,Unknown
Tiempos de espera razonables,1,1.0,comida
No había casi colas super biennn,2,1.0,colas
la comida estuvo increíble,1,1.0,comida
carísima y mala la comida,3,1.0,alto
Muy mal organizado todo no convenciooo,-1,0.01646417082153477,Unknown
Quevedo decepcionante vibraaa,0,0.48468170679861994,convenciooo
me encantó la comida del festival flipanteee porque fue brutal,1,1.0,comida
Bad Gyal decepcionante,0,0.12556107174758147,convenciooo
La comida estuvo increíble,1,1.0,comida
Bad Gyal decepcionante,0,0.12502009262502,convenciooo
Todo muy bien organizado toa,-1,0.02251122918465058,Unknown
El sonido fue perfecto,4,1.0,sonido
Ambiente cargado y mal rollo,3,0.24135326576386854,alto
ambiente regular como siempre,0,0.026521387216581344,convenciooo
Colas interminables un desastre,-1,0.02445211966931847,Unknown
Colas interminables un desastre,-1,0.024401486979608908,Unknown
el sonido fue perfecto,4,1.0,sonido
Sonido distorsionado y muy alto,3,1.0,alto
El sonido fue perfecto,4,1.0,sonido
Muy mal organizado todo,-1,0.016558973103589395,Unknown
Aitana hizo vibrar al público lo dio todooo,0,1.0,convenciooo
Ambiente regular como siempre cuando fue brutal,0,0.11464408958481154,convenciooo
Ambiente cargado y mal rollo k,3,0.23777237373694113,alto
Esperamos muchísimo para entrar aunque fue brutal,-1,0.2491402145159702,Unknown
Audio brutal aunque fue brutal,0,0.04402132312667182,convenciooo
Colas interminables un desastre,-1,0.024398719240435428,Unknown
El sonido fue perfecto,4,1.0,sonido
stay homas estuvo genial,0,0.05494444924423356,convenciooo
Quevedo estuvo genial,0,0.039883332540644405,convenciooo
No había casi colas,2,1.0,colas
lola índigo decepcionante,0,0.8917517361600998,convenciooo
carísima y mala la comida,3,1.0,alto
Esperamos muchísimo para entrar,-1,0.289108232178776,Unknown
Lola Índigo decepcionante aunque fue brutal,0,0.9687960368887766,convenciooo
Muy buen ambiente,0,0.03165117776425378,convenciooo
Organización como cualquier festival,2,0.23078969799107235,colas
buhos lo dieron todo lo dio todooo,0,0.13385522351324264,convenciooo
buhos estuvo genial,0,0.04073568705416332,convenciooo
Rigoberta Bandini hizo vibrar al público,0,1.0,convenciooo
Muy buen ambiente,0,0.03194415691257228,convenciooo
Sonido distorsionado y muy alto,3,1.0,alto
La comida estuvo increíble,1,1.0,comida
Lola Índigo estuvo genial,0,0.6906909008459536,convenciooo
Esperamos muchísimo para entrar,-1,0.28898198110331635,Unknown
Volumen fatal vibraaa,0,0.15463379244557407,convenciooo
La comida estuvo increíble,1,1.0,comida
El sonido fue perfecto,4,1.0,sonido
La comida estuvo increíble,1,1.0,comida
La comida estuvo increíble,1,1.0,comida
Ambiente regular como siempre,0,0.026315142422654918,convenciooo
Comida normal nada especial,-1,0.2782408118105625,Unknown
Comida normal nada especial lo dio todooo,-1,0.27875276427333834,Unknown
Me encantó la comida del festival no convenciooo,4,0.48030145563825727,sonido
Muy buen ambiente,0,0.03165592818481342,convenciooo
carísima y mala la comida,3,1.0,alto
Esperamos muchísimo para entrar lo dio todooo,-1,0.28769378258208606,Unknown
La comida estuvo increíble,1,1.0,comida
Rosalía estuvo genial,0,0.6155697448006379,convenciooo
Rigoberta Bandini hizo vibrar al público vibraaa porque fue brutal,0,1.0,convenciooo
Carísima y mala la comida,3,1.0,alto
Buhos decepcionante genialll,0,0.48097159782666393,convenciooo
Desastre en la organización,2,0.034776710441475546,colas
Muy mal organizado todo mientras fue brutal,-1,0.016255752114828898,Unknown
Sonido distorsionado y muy alto bno,3,1.0,alto
Desastre en la organización genialll,2,0.03477289044459272,colas
Bad Gyal lo dieron todo,0,0.12741242286985477,convenciooo
audio brutal genialll,0,0.04403820590661853,convenciooo
Comida normal nada especial,-1,0.2781282076434547,Unknown
No había casi colas,2,1.0,colas
Aitana hizo vibrar al público,0,1.0,convenciooo
Muy mal organizado todo,-1,0.016549657325934535,Unknown
Comida normal nada especial ya que fue brutal,-1,0.2849476351917193,Unknown
ambiente regular como siempre cuando fue brutal,0,0.11498254360003426,convenciooo
Esperamos muchísimo para entrar,-1,0.2893574646310444,Unknown
Desastre en la organización,2,0.03485212929103331,colas
Quevedo hizo vibrar al público,0,0.6493374008695304,convenciooo
Rigoberta Bandini estuvo genial aunque fue brutal,0,1.0,convenciooo
Ambiente regular como siempre,0,0.026375286733061793,convenciooo
demasiada gente agobiante,1,0.31049251059859767,comida
Colas interminables un desastre,-1,0.024464342378479095,Unknown
lola índigo decepcionante mientras fue brutal,0,1.0,convenciooo
Audio brutal no convenciooo,0,0.044112342415045455,convenciooo
Desastre en la organización k,2,0.03484325779630631,colas
Muy mal organizado todo,-1,0.01654943272200498,Unknown
Ambiente regular como siempre porque fue brutal,0,0.11578787407559497,convenciooo
ambiente regular como siempre lo dio todooo,0,0.026580828206470244,convenciooo
sonido distorsionado y muy alto,3,1.0,alto
muy buen ambiente,0,0.03162752062784706,convenciooo
colas interminables un desastre,0,0.4969315397428538,convenciooo
Todo muy bien organizado,-1,0.022442014173147135,Unknown
Todo muy bien organizado,-1,0.02243891401323468,Unknown
Me encantó la comida del festival,4,0.4745583039139906,sonido
La comida estuvo increíble,1,1.0,comida
Audio brutal super biennn,0,0.04412882423961979,convenciooo
Tiempos de espera razonables,1,1.0,comida
Sonido distorsionado y muy alto,3,1.0,alto
Esperamos muchísimo para entrar,-1,0.28916032211083353,Unknown
Colas interminables un desastre,-1,0.024382483983679,Unknown
Tiempos de espera razonables,1,1.0,comida
Tiempos de espera razonables,1,1.0,comida
Colas interminables un desastre,-1,0.024382555367771834,Unknown
Desastre en la organización,2,0.03487419709796365,colas
Demasiada gente agobiante,1,0.31252221033392247,comida
Sonido distorsionado y muy alto,3,1.0,alto
No había casi colas,2,1.0,colas
Organización como cualquier festival,2,0.2318423884122663,colas
Muy mal organizado todo,-1,0.01655367655442357,Unknown
no había casi colas,2,1.0,colas
the tyets estuvo genial,0,0.4273132835181711,convenciooo
Sonido distorsionado y muy alto toa,3,1.0,alto
Rigoberta Bandini lo dieron todo,0,1.0,convenciooo
Muy mal organizado todo flipanteee,-1,0.016518003269758927,Unknown
Ambiente cargado y mal rollo,3,0.24213462525667165,alto
no había casi colas super biennn,2,1.0,colas
Buhos lo dieron todo,0,0.13192281646549545,convenciooo
Aitana hizo vibrar al público porque fue brutal,0,1.0,convenciooo
Sonido distorsionado y muy alto,3,1.0,alto
Colas interminables un desastre,-1,0.024383237791474874,Unknown
Organización como cualquier festival,2,0.2303087956457309,colas
Muy buen ambiente,0,0.031618824763052375,convenciooo
Organización como cualquier festival,2,0.23221189331271835,colas
no había casi colas mientras fue brutal,2,1.0,colas
Stay Homas hizo vibrar al público porque fue brutal,0,0.05423036689976019,convenciooo
Todo muy bien organizado,-1,0.022441073063799995,Unknown
Comida normal nada especial genialll,-1,0.28081292438739414,Unknown
me encantó la comida del festival,4,0.47816271088061335,sonido
Buhos hizo vibrar al público,0,0.606532925425116,convenciooo
Organización como cualquier festival,2,0.23211270080438248,colas
Tiempos de espera razonables,1,1.0,comida
Aitana hizo vibrar al público,0,1.0,convenciooo
el sonido fue perfecto,4,1.0,sonido
comida normal nada especial,-1,0.28128126642265683,Unknown
La comida estuvo increíble,1,1.0,comida
Carísima y mala la comida,3,1.0,alto
Lildami estuvo genial,0,0.04368793516126781,convenciooo
Ambiente regular como siempre,0,0.02630444255134875,convenciooo
Aitana hizo vibrar al público cuando fue brutal,0,1.0,convenciooo
Tiempos de espera razonables,1,1.0,comida
Me encantó la comida del festival porque fue brutal,1,1.0,comida
Muy buen ambiente porque fue brutal,0,1.0,convenciooo
stay homas lo dieron todo,0,0.05479071420024705,convenciooo
Muy mal organizado todo,-1,0.016598452943067207,Unknown
The Tyets hizo vibrar al público,0,0.5972450710452413,convenciooo
Ambiente cargado y mal rollo,3,0.24200364547483452,alto
Todo muy bien organizado,-1,0.022422809423423864,Unknown
Sonido distorsionado y muy alto,3,1.0,alto
Ambiente cargado y mal rollo,3,0.24309493797746054,alto
Sonido distorsionado y muy alto,3,1.0,alto
Organización como cualquier festival mientras fue brutal,2,0.22684981552962796,colas
Colas interminables un desastre aunque fue brutal,-1,0.024412918447117612,Unknown
organización como cualquier festival,0,0.041329666920741324,convenciooo
Me encantó la comida del festival no convenciooo,4,0.4800237350950254,sonido
El sonido fue perfecto,4,1.0,sonido
ambiente cargado y mal rollo,3,0.24150815042979856,alto
Stay Homas decepcionante,0,0.05464326691119279,convenciooo
desastre en la organización super biennn cuando fue brutal,2,0.034051660959922105,colas
Muy buen ambiente,0,0.03188407285330038,convenciooo
lildami hizo vibrar al público bno,0,0.5719102128457711,convenciooo
carísima y mala la comida cuando fue brutal,3,1.0,alto
Ambiente regular como siempre,0,0.026317600910760398,convenciooo
Organización como cualquier festival ya que fue brutal,2,0.22813884185269528,colas
Sonido distorsionado y muy alto,3,1.0,alto
Demasiada gente agobiante,1,0.31266537635489583,comida
Organización como cualquier festival mientras fue brutal,2,0.22721984195599731,colas
el sonido fue perfecto,4,1.0,sonido
buhos decepcionante bno,0,0.47863645090650714,convenciooo
la comida estuvo increíble,1,1.0,comida
Carísima y mala la comida,3,1.0,alto
Me encantó la comida del festival no convenciooo,4,0.48326897018943465,sonido
Tiempos de espera razonables,1,1.0,comida
Audio brutal ya que fue brutal,0,0.043917530995722986,convenciooo
Ambiente cargado y mal rollo,3,0.24344329681847943,alto
Lildami estuvo genial,0,0.04370084541518783,convenciooo
Muy mal organizado todo,-1,0.016545245008646032,Unknown
Demasiada gente agobiante mientras fue brutal,0,1.0,convenciooo
Colas interminables un desastre,-1,0.024374616179132592,Unknown
Muy buen ambiente,0,0.03165823592442787,convenciooo
Lildami estuvo genial,0,0.04369033933688055,convenciooo
Desastre en la organización,2,0.03476402286699195,colas
la comida estuvo increíble,1,1.0,comida
Esperamos muchísimo para entrar,-1,0.2880812667975943,Unknown
Comida normal nada especial,-1,0.2775913266451341,Unknown
Desastre en la organización,2,0.034787332987023425,colas
La comida estuvo increíble porque fue brutal,1,1.0,comida
Ambiente regular como siempre cuando fue brutal,0,0.11508507817216283,convenciooo
muy buen ambiente porque fue brutal,0,1.0,convenciooo
aitana estuvo genial,0,0.04114936706601307,convenciooo
organización como cualquier festival,0,0.04147728877234227,convenciooo
La comida estuvo increíble,1,1.0,comida
Me encantó la comida del festival,4,0.47916648554208807,sonido
No había casi colas,2,1.0,colas
Muy buen ambiente,0,0.03174807072043705,convenciooo
Ambiente regular como siempre cuando fue brutal,0,0.11494349042900058,convenciooo
Organización como cualquier festival ya que fue brutal,2,0.2277683493944817,colas
No había casi colas,2,1.0,colas
Esperamos muchísimo para entrar,-1,0.2879353429940058,Unknown
El sonido fue perfecto porque fue brutal,4,1.0,sonido
Audio brutal toa,0,0.043995798244155934,convenciooo
Muy buen ambiente,0,0.03174087541073825,convenciooo
Lildami estuvo genial bno,0,0.043642681410354836,convenciooo
Organización como cualquier festival,2,0.23140715642682924,colas
esperamos muchísimo para entrar xq,-1,0.24938853774358546,Unknown
No había casi colas,2,1.0,colas
colas interminables un desastre,0,0.49704207982229925,convenciooo
the tyets estuvo genial,0,0.42613153125078923,convenciooo
Organización como cualquier festival,2,0.23159862649011997,colas
Aitana hizo vibrar al público,0,1.0,convenciooo
Todo muy bien organizado cuando fue brutal,-1,0.016165686804316837,Unknown
Aitana lo dieron todo,0,0.12459909950611446,convenciooo
Demasiada gente agobiante vibraaa,1,0.30588284035156105,comida
La comida estuvo increíble porque fue brutal,1,1.0,comida
Comida normal nada especial,-1,0.27859508816306444,Unknown
Demasiada gente agobiante,1,0.31282207745875024,comida
Muy mal organizado todo,-1,0.01656296256946158,Unknown
me encantó la comida del festival,4,0.4762395414118622,sonido
Carísima y mala la comida,3,1.0,alto
me encantó la comida del festival ya que fue brutal,1,1.0,comida
Volumen fatal mientras fue brutal,0,0.15428160454340226,convenciooo
Organización como cualquier festival,2,0.2317718636765542,colas
el sonido fue perfecto lo dio todooo,4,1.0,sonido
Sonido distorsionado y muy alto,3,1.0,alto
Muy buen ambiente,0,0.03178420775204878,convenciooo
Esperamos muchísimo para entrar xq,-1,0.2872627416053561,Unknown
Todo muy bien organizado,-1,0.022420955801803744,Unknown
la comida estuvo increíble,1,1.0,comida
Muy mal organizado todo,-1,0.016568237179887677,Unknown
Comida normal nada especial,-1,0.2783353060805814,Unknown
Sonido distorsionado y muy alto,3,1.0,alto
Me encantó la comida del festival aunque fue brutal,1,1.0,comida
La comida estuvo increíble,1,1.0,comida
Rigoberta Bandini lo dieron todo,0,1.0,convenciooo
demasiada gente agobiante,1,0.3114685823869618,comida
Me encantó la comida del festival flipanteee,4,0.4784869952135231,sonido
Colas interminables un desastre,-1,0.0243577592117619,Unknown
La comida estuvo increíble aunque fue brutal,1,1.0,comida
Desastre en la organización,2,0.034976221969963306,colas
la comida estuvo increíble,1,1.0,comida
Carísima y mala la comida cuando fue brutal,3,1.0,alto
Demasiada gente agobiante,1,0.31203758089101497,comida
volumen fatal mientras fue brutal,0,0.15406142030587547,convenciooo
Muy buen ambiente,0,0.031595084542138004,convenciooo
Muy buen ambiente,0,0.03169821606633285,convenciooo
Colas interminables un desastre,-1,0.024455398630531148,Unknown
Demasiada gente agobiante porque fue brutal,0,1.0,convenciooo
tiempos de espera razonables,1,1.0,comida
Ambiente cargado y mal rollo porque fue brutal,0,1.0,convenciooo
Muy buen ambiente porque fue brutal,0,1.0,convenciooo
Todo muy bien organizado,-1,0.02241603166250714,Unknown
organización como cualquier festival super biennn aunque fue brutal,2,0.22726241249385384,colas
No había casi colas toa,2,1.0,colas
sonido distorsionado y muy alto mientras fue brutal,0,0.043872611626150256,convenciooo
Rosalía hizo vibrar al público,0,0.6186166154490559,convenciooo
Ambiente cargado y mal rollo flipanteee,3,0.23581758381020013,alto
desastre en la organización porque fue brutal,2,0.03394182846676665,colas
Colas interminables un desastre,-1,0.024377358195346664,Unknown
Muy mal organizado todo,-1,0.016551849516019502,Unknown
Ambiente cargado y mal rollo,3,0.24441806748992298,alto
Comida normal nada especial,-1,0.27842208936976653,Unknown
No había casi colas,2,1.0,colas
Demasiada gente agobiante genialll,1,0.3077877385371742,comida
Esperamos muchísimo para entrar aunque fue brutal,-1,0.249515834375774,Unknown
Colas interminables un desastre,-1,0.024394566150697954,Unknown
Ambiente regular como siempre,0,0.02637639783909892,convenciooo
muy mal organizado todo,-1,0.016558636006086237,Unknown
Ambiente regular como siempre,0,0.026210599391281248,convenciooo
Me encantó la comida del festival,4,0.47913835337523697,sonido
Ambiente regular como siempre vibraaa aunque fue brutal,0,0.1142936028831106,convenciooo
Muy buen ambiente,0,0.03173876664054549,convenciooo
Comida normal nada especial bno,-1,0.2778846983678985,Unknown
Me encantó la comida del festival,4,0.47927869779019794,sonido
desastre en la organización,2,0.034885444326140415,colas
quevedo estuvo genial,0,0.04028193475129832,convenciooo
carísima y mala la comida,3,1.0,alto
Me encantó la comida del festival,4,0.4761725206180152,sonido
todo muy bien organizado,-1,0.022462612707166693,Unknown
Lildami decepcionante lo dio todooo,0,0.1327683210528996,convenciooo
sonido distorsionado y muy alto flipanteee,3,1.0,alto
Sonido distorsionado y muy alto cuando fue brutal,0,0.04380241704194788,convenciooo
Aitana lo dieron todo,0,0.1248892332043544,convenciooo
Me encantó la comida del festival,4,0.47810604874634427,sonido
Carísima y mala la comida,3,1.0,alto
Me encantó la comida del festival,4,0.4784535536507263,sonido
sonido distorsionado y muy alto,3,1.0,alto
tiempos de espera razonables,1,1.0,comida
volumen fatal lo dio todooo,0,0.15307095239392898,convenciooo
Sonido distorsionado y muy alto,3,1.0,alto
Muy mal organizado todo,-1,0.016481666345577017,Unknown
esperamos muchísimo para entrar flipanteee,-1,0.2504009999686793,Unknown
La comida estuvo increíble,1,1.0,comida
Ambiente cargado y mal rollo,3,0.2444867170468564,alto
esperamos muchísimo para entrar,-1,0.24999666748255864,Unknown
Todo muy bien organizado,-1,0.022424187099103588,Unknown
Ambiente cargado y mal rollo vibraaa,3,0.23621283074393268,alto
el sonido fue perfecto,4,1.0,sonido
Muy mal organizado todo,-1,0.016541734896249057,Unknown
The Tyets lo dieron todo,0,0.4324431155541269,convenciooo
No había casi colas,2,1.0,colas
La comida estuvo increíble,1,1.0,comida
Organización como cualquier festival bno,2,0.23022083088813672,colas
Bad Gyal decepcionante,0,0.12550307550940834,convenciooo
Ambiente cargado y mal rollo genialll,3,0.23744536962159482,alto
Muy buen ambiente,0,0.03179494706649061,convenciooo
demasiada gente agobiante,1,0.30964259450869924,comida
Muy mal organizado todo,-1,0.01654797672575404,Unknown
Ambiente cargado y mal rollo flipanteee,3,0.23552791584014487,alto
Buhos hizo vibrar al público,0,0.6151789753694058,convenciooo
El sonido fue perfecto,4,1.0,sonido
Sonido distorsionado y muy alto,3,1.0,alto
Muy mal organizado todo,-1,0.016510877034328273,Unknown
Quevedo lo dieron todo,0,0.13353786645468446,convenciooo
Muy buen ambiente,0,0.03167794423303709,convenciooo
Tiempos de espera razonables,1,1.0,comida
el sonido fue perfecto,4,1.0,sonido
todo muy bien organizado,-1,0.022451599714868094,Unknown
Colas interminables un desastre,-1,0.02442409537955838,Unknown
ambiente regular como siempre,0,0.026482262368009643,convenciooo
Ambiente cargado y mal rollo,3,0.24187949388199595,alto
Organización como cualquier festival,2,0.23075208761870214,colas
Sonido distorsionado y muy alto,3,1.0,alto
Colas interminables un desastre toa,-1,0.024645585210522444,Unknown
desastre en la organización,2,0.03476975114029174,colas
Lildami lo dieron todo no convenciooo,0,0.1304832785433579,convenciooo
El sonido fue perfecto,4,1.0,sonido
Organización como cualquier festival,2,0.23133845639072978,colas
organización como cualquier festival,0,0.04141714943436232,convenciooo
muy buen ambiente toa,0,0.03194133736544432,convenciooo
El sonido fue perfecto bno,4,1.0,sonido
ambiente cargado y mal rollo,3,0.2395607266022668,alto
Demasiada gente agobiante k porque fue brutal,0,1.0,convenciooo
Sonido distorsionado y muy alto,3,1.0,alto
ambiente regular como siempre,0,0.026497869778181714,convenciooo
rigoberta bandini hizo vibrar al público porque fue brutal,0,1.0,convenciooo
esperamos muchísimo para entrar,-1,0.24989672878630903,Unknown
Todo muy bien organizado ya que fue brutal,-1,0.01615625924316618,Unknown
Buhos estuvo genial,0,0.04051285326675633,convenciooo
Buhos hizo vibrar al público mientras fue brutal,0,1.0,convenciooo
Colas interminables un desastre,-1,0.024418181058922437,Unknown
Esperamos muchísimo para entrar,-1,0.28907293614451435,Unknown
Desastre en la organización vibraaa,2,0.03488047316212709,colas
Todo muy bien organizado,-1,0.02242266010046389,Unknown
Tiempos de espera razonables,1,1.0,comida
Sonido distorsionado y muy alto,3,1.0,alto
Stay Homas lo dieron todo,0,0.0546383022365599,convenciooo
Demasiada gente agobiante super biennn,1,0.3062296642229625,comida
Stay Homas hizo vibrar al público cuando fue brutal,0,0.054341297121920484,convenciooo
sonido distorsionado y muy alto,3,1.0,alto
Esperamos muchísimo para entrar,-1,0.28922144214333617,Unknown
La comida estuvo increíble,1,1.0,comida
Volumen fatal lo dio todooo,0,0.1533765262595801,convenciooo
Ambiente cargado y mal rollo,3,0.24158732056334284,alto
Muy mal organizado todo lo dio todooo,-1,0.016502558273644226,Unknown
No había casi colas,2,1.0,colas
No había casi colas porque fue brutal,0,1.0,convenciooo
Stay Homas decepcionante,0,0.054773845439999906,convenciooo
Bad Gyal decepcionante porque fue brutal,0,0.1266110483849834,convenciooo
Volumen fatal aunque fue brutal,0,0.15474789188749297,convenciooo
Muy buen ambiente,0,0.03179890901883546,convenciooo
Esperamos muchísimo para entrar,-1,0.2887905716476058,Unknown
Bad Gyal hizo vibrar al público,0,0.1264104806812082,convenciooo
Carísima y mala la comida,3,1.0,alto
Sonido distorsionado y muy alto,3,1.0,alto
esperamos muchísimo para entrar,-1,0.2500266304505024,Unknown
Demasiada gente agobiante ya que fue brutal,0,1.0,convenciooo
Quevedo decepcionante ya que fue brutal,0,1.0,convenciooo
El sonido fue perfecto,4,1.0,sonido
Ambiente regular como siempre,0,0.026243760378228828,convenciooo
